id;power;cordinates;antenna_Location_WGS84_E;antenna_Location_WGS84_N;type;building;streetNumber;street;town;district;state;country;postal
7426;Gross;POINT (2616322 1159862);46.58982787787253;7.651613732692853;4G;;18; Untere Bahnhofstrasse;Wengi b. Frutigen;; 3714; Schweiz; 3714
7427;Mittel;POINT (2610960 1228833);47.210344036909724;7.583298401805447;4G;;24; Industriestrasse;Luterbach;; 4542; Schweiz; 4542
7428;Gross;POINT (2666080 1239699);47.304863785129314;8.312437121025214;4G;;3; Krummgasse;Boswil;; 5623; Schweiz; 5623
7429;Gross;POINT (2594925 1163150);46.61958308481879;7.37238152325946;4G;;;Eschi;Boltigen;; 3766; Schweiz; 3766
7430;Gross;POINT (2588350 1176599);46.74048021450159;7.286198196882583;4G;;6; Winkelstrasse;Plaffeien;; 1716; Schweiz; 1716
7433;Sehr Klein;POINT (2537631 1152816);46.52372761487873;6.625808469371981;4G;;16; Place Chauderon;Lausanne;; 1002; Schweiz; 1002
7434;Sehr Klein;POINT (2537680 1152600);46.52178924336597;6.626476215643314;4G;Pathé Flon; 16; Rue du Port-Franc;Lausanne;; 1003; Schweiz; 1003
7435;Mittel;POINT (2675458 1222585);47.1499363824519;8.433565987247654;4G;;;Roche Diagnostics - Bau 6 & 7;Buonas;; 6343; Schweiz; 6343
7436;Mittel;POINT (2617754 1158655);46.57893390321607;7.670252511995184;4G;;2544; Haslistrasse;Wengi b. Frutigen;; 3714; Schweiz; 3714
7437;Mittel;POINT (2639009 1267001);47.55257018614721;7.956858771064889;4G;;110 Feste Formen; Schaffhauserstrasse;Stein AG;; 4332; Schweiz; 4332
7438;Mittel;POINT (2572510 1181728);46.78615013878179;7.078628064697261;4G;Migrol; 181.1; Rosé;Avry-Centre FR;; 1754; Schweiz; 1754
7439;Mittel;POINT (2496830 1120125);46.22464081052608;6.101418685400794;4G;;;Cointrin International Conference Centre;Genève;; 1215; Schweiz; 1215
7440;Mittel;POINT (2683239 1249366);47.38986197261643;8.541108770977923;4G;;23; Riedtlistrasse;Zürich;; 8006; Schweiz; 8006
7441;Gross;POINT (2651673 1214690);47.081208926264;8.119070603894821;4G;;33; Wolhuserstrasse;Ruswil Zustellung;; 6017; Schweiz; 6017
7442;Mittel;POINT (2679915 1248687);47.384167080316914;8.496967228653014;4G;;567; Badenerstrasse;Zürich;; 8048; Schweiz; 8048
7443;Sehr Klein;POINT (2681595 1248935);47.38619151494432;8.519258496217853;4G;;20; Geroldstrasse;Zürich;; 8005; Schweiz; 8005
7444;Mittel;POINT (2664787 1209966);47.03756694493194;8.29107064119218;4G;;5; Sonnenbühlweg;Kriens Zust Pakete;; 6010; Schweiz; 6010
7445;Mittel;POINT (2537417 1152484);46.52072122320927;6.623064749578671;4G;;;Cécil;Lausanne Jurassien;; 1001; Schweiz; 1001
7446;Mittel;POINT (2613370 1111088);46.15114262097789;7.611697923173433;4G;;;Sorebois;Mission;; 3961; Schweiz; 3961
7447;Mittel;POINT (2682246 1245369);47.35404009368987;8.527224036165448;4G;;28; Rossbergstrasse;Zürich PF Fil Enge;; 8002; Schweiz; 8002
7448;Mittel;POINT (2540193 1185135);46.814672954836006;6.654980852093595;4G;;;Le Petit Gourmand;Grandson;; 1422; Schweiz; 1422
7449;Mittel;POINT (2610635 1267594);47.55897366855916;7.579924268638079;4G;;8A; Missionsstrasse;Basel;; 4055; Schweiz; 4055
7450;Mittel;POINT (2665185 1259026);47.47877330284467;8.303418778597585;4G;;11; Kreuzweg;Baden 1 PAD;; 5400; Schweiz; 5400
7451;Mittel;POINT (2498687 1118747);46.21252915147917;6.125782734535785;4G;;14a; Avenue Ernest-Pictet;Genève;; 1203; Schweiz; 1203
7452;Mittel;POINT (2638282 1237640);47.28854198905922;7.944687851458243;4G;;;Stadthaus;Zofingen U. Graben;; 4800; Schweiz; 4800
7453;Sehr Klein;POINT (2593581 1192628);46.88473828702137;7.3544168911784995;4G;;150; Sensemattstrasse;Thörishaus;; 3174; Schweiz; 3174
7454;Mittel;POINT (2503805 1119960);46.22419144946532;6.191842663399397;4G;Golf Club de Genève; 70; Route de La-Capite;Vandoeuvres;; 1253; Schweiz; 1253
7455;Mittel;POINT (2558518 1143569);46.44217122039283;6.898841164165985;4G;;15; Chemin du Petit-Clos;Clarens Collège;; 1815; Schweiz; 1815
7456;Mittel;POINT (2586725 1117439);46.208272427018144;7.266642947354455;4G;;16; Rue des Proz-Serins;Ardon;; 1957; Schweiz; 1957
7457;Gross;POINT (2638610 1245948);47.36324670189379;7.949738274306212;4G;;14; Weiermattstrasse;Obergösgen;; 4653; Schweiz; 4653
7458;Mittel;POINT (2610125 1267739);47.56028576637209;7.573151407601548;4G;;31; Hegenheimerstrasse;Basel;; 4055; Schweiz; 4055
7459;Gross;POINT (2783163 1154407);46.51589086261118;9.825716308848948;4G;;;Plateau Nair;St. Moritz Dorf;; 7500; Schweiz; 7500
7460;Mittel;POINT (2704292 1232808);47.23795859586514;8.816050099536929;4G;;;Gubelfeldstrasse;Hurden;; 8640; Schweiz; 8640
7461;Mittel;POINT (2607924 1251277);47.412257759292686;7.543616737112337;4G;;25; Brislachstrasse;Breitenbach;; 4226; Schweiz; 4226
7463;Mittel;POINT (2687213 1239748);47.30284970578484;8.591864123542718;4G;Gewerbezentrum; 77; Seestrasse;Erlenbach ZH;; 8703; Schweiz; 8703
7464;Gross;POINT (2539422 1176936);46.74085357659185;6.64596649442898;4G;;7; Chemin de la Répiaz;Epautheyres;; 1417; Schweiz; 1417
7465;Sehr Klein;POINT (2722380 1116974);46.19310383041031;9.023972921284956;4G;;;Interdiscount;Bellinzona;; 6503; Schweiz; 6503
7466;Sehr Klein;POINT (2682172 1247955);47.377306294891774;8.52671927821173;4G;MAD The Barber Shop; 36; Hohlstrasse;Zürich;; 8004; Schweiz; 8004
7467;Gross;POINT (2539914 1152683);46.52274052234035;6.655577255586753;4G;;50; Avenue de Chailly;Lausanne;; 1012; Schweiz; 1012
7469;Sehr Klein;POINT (2711130 1278337);47.64626098017106;8.917676299115206;4G;Klinik Schloss Mammern; 3; Dr. A. O. Fleisch-Strasse;Mammern;; 8265; Schweiz; 8265
7470;Gross;POINT (2548666 1164110);46.626259155087354;6.768355565395648;4G;;;Vucherens;Vucherens;; 1509; Schweiz; 1509
7471;Sehr Klein;POINT (2696541 1278259);47.64787062423757;8.723528244217242;4G;;5; Dickihof;Schlatt TG;; 8252; Schweiz; 8252
7472;Mittel;POINT (2558267 1211743);47.05539250070822;6.8893491662641;4G;;1; Chemin de la Jonchère;La Vue-des-Alpes;; 2052; Schweiz; 2052
7473;Mittel;POINT (2684903 1245363);47.35364926646652;8.562385908516536;4G;;181; Zollikerstrasse;Zürich;; 8008; Schweiz; 8008
7474;Gross;POINT (2783798 1192530);46.858491306036846;9.84925021900649;4G;;;Signal-Trail;Davos Wolfgang;; 7265; Schweiz; 7265
7475;Mittel;POINT (2745720 1254199);47.42245826090692;9.369969739035877;4G;;2; Gutenbergstrasse;St. Gallen Kaserne;; 9000; Schweiz; 9000
7476;Gross;POINT (2662563 1176608);46.73773308626212;8.257233271525552;4G;Alpentower; 847b; Winterlücke;Hasliberg Reuti;; 6086; Schweiz; 6086
7477;Mittel;POINT (2538031 1154667);46.540414801571806;6.630772295935119;4G;;37; Chemin de Maillefer;Mont-Lausanne Dist;; 1052; Schweiz; 1052
7478;Mittel;POINT (2681648 1246640);47.36554509919894;8.519541691010705;4G;;28; Austrasse;Zürich Sihlcity;; 8045; Schweiz; 8045
7479;Mittel;POINT (2666601 1212383);47.05912683289802;8.315291708689951;4G;;24; Abendweg;Luzern;; 6006; Schweiz; 6006
7480;Mittel;POINT (2684122 1252338);47.416477799293865;8.553361515643548;4G;;60; Thurgauerstrasse;Zürich Postauto;; 8050; Schweiz; 8050
7481;Sehr Klein;POINT (2730253 1246796);47.35913319581521;9.162887054185845;4G;;;Spitzmühle;Hoffeld;; 9114; Schweiz; 9114
7482;Sehr Klein;POINT (2573687 1251884);47.4172348625277;7.089944533714755;4G;Raiffeisen Arena; 23; Chemin des Bains;Porrentruy 1;; 2900; Schweiz; 2900
7483;Klein;POINT (2682859 1246196);47.3614008863928;8.53548957170753;4G;;19; Mythenquai;Zürich PF Fil Enge;; 8002; Schweiz; 8002
7484;Sehr Klein;POINT (2537587 1152835);46.523894412392735;6.625232503362127;4G;;18; Place Chauderon;Lausanne;; 1002; Schweiz; 1002
7485;Mittel;POINT (2664283 1212244);47.058105421960114;8.284762828215918;4G;;11; Fluhmühle;Luzern;; 6015; Schweiz; 6015
7486;Mittel;POINT (2682378 1244581);47.34693677034135;8.528826057750486;4G;Allegro; 137; Mutschellenstrasse;Zürich;; 8038; Schweiz; 8038
7487;Mittel;POINT (2630301 1128689);46.308924868799174;7.831978258032476;4G;;;Sankt German;St. German;; 3942; Schweiz; 3942
7488;Mittel;POINT (2673271 1252836);47.42225343332306;8.409667620439041;4G;;36; Huebwiesenstrasse;Geroldswil;; 8954; Schweiz; 8954
7489;Mittel;POINT (2688810 1250617);47.40038492912678;8.615133247461898;4G;;57; Wallisellenstrasse;Dübendorf Wilstr;; 8600; Schweiz; 8600
7490;Mittel;POINT (2552302 1215129);47.08544505473573;6.810484609591946;4G;Glenmark Pharmaceuticals; 3;5;La Chx-de-F. Combe;; 2301; Schweiz; 2301
7491;Mittel;POINT (2674337 1223728);47.160343505049795;8.418975052637377;4G;;;Robidog;Hünenberg Bösch;; 6331; Schweiz; 6331
7492;Gross;POINT (2627861 1114355);46.18008868733002;7.799451156568334;4G;;;Rundweg;St. Niklaus VS;; 3924; Schweiz; 3924
7493;Klein;POINT (2656012 1183277);46.79830323589996;8.172338366344647;4G;;A8; Lungern;Lungern;; 6078; Schweiz; 6078
7494;Gross;POINT (2607181 1219856);47.129649619524066;7.533274545302775;4G;;15; Bubenbergstrasse;Kräiligen;; 3315; Schweiz; 3315
7495;Gross;POINT (2539167 1197672);46.92734786844059;6.6398625232620105;4G;;;Site-Dubied;;; 2118; Schweiz; 2118
7496;Gross;POINT (2638694 1234629);47.26143606695634;7.9498749927129015;4G;;65; Zur Mühle;Brittnau;; 4805; Schweiz; 4805
7497;Gross;POINT (2519886 1148188);46.48020744302558;6.3953721731565025;4G;;;Aubonne;Aubonne;; 1170; Schweiz; 1170
7498;Mittel;POINT (2703181 1243108);47.330762319453505;8.803746321545711;4G;;;Stationsstrasse;Wetzikon ZH;; 8622; Schweiz; 8622
7499;Gross;POINT (2731291 1271673);47.5826148681448;9.18394878880874;4G;;;Andhausen;Guntershausen Berg;; 8572; Schweiz; 8572
7500;Mittel;POINT (2733815 1182835);46.783240252738366;9.191113408122183;4G;;;Via Davos;Ruschein;; 7154; Schweiz; 7154
7501;Mittel;POINT (2684101 1245936);47.35890529494319;8.551879803634284;4G;;101; Dufourstrasse;Zürich;; 8008; Schweiz; 8008
7502;Mittel;POINT (2498940 1116589);46.19315744668439;6.129527860886978;4G;;33; Rue Eugène-Marziano;Carouge GE Dist;; 1227; Schweiz; 1227
7503;Mittel;POINT (2674724 1250489);47.40098253784424;8.428529547186525;4G;;5g; Giessenstrasse;Schlieren;; 8952; Schweiz; 8952
7504;Sehr Klein;POINT (2611224 1267322);47.55651763622696;7.587743217649688;4G;;1; Rümelinsplatz;Basel;; 4001; Schweiz; 4001
7505;Sehr Klein;POINT (2594000 1119610);46.227906862076594;7.360875795763375;4G;;;Rail 2;Sion rue Casernes;; 1950; Schweiz; 1950
7506;Mittel;POINT (2593210 1204936);46.99544724941005;7.349363591065311;4G;;38; Staatsstrasse;Säriswil;; 3049; Schweiz; 3049
7507;Gross;POINT (2505839 1160362);46.587876124634654;6.209989501912367;4G;;8; Tribillet;Le Brassus;; 1348; Schweiz; 1348
7508;Sehr Klein;POINT (2690523 1167907);46.656262646483015;8.621309518038084;4G;Bergstation Gütsch-Express; 19; Andermatt;Andermatt;; 6490; Schweiz; 6490
7509;Sehr Klein;POINT (2666400 1212120);47.056781460553175;8.312607642446523;4G;;20; Weystrasse;Luzern SPS;; 6002; Schweiz; 6002
7511;Sehr Klein;POINT (2598950 1199630);46.94775361214273;7.424840408618152;4G;Inselspital; 18; Freiburgstrasse;Bern;; 3010; Schweiz; 3010
7513;Sehr Klein;POINT (2610866 1269228);47.57366556826899;7.583033183910693;4G;WSJ-187; 6; Virchow;Basel;; 4056; Schweiz; 4056
7514;Klein;POINT (2683361 1250530);47.40031475600328;8.542941369395745;4G;;5; Oerlikonerstrasse;Zürich;; 8057; Schweiz; 8057
7515;Mittel;POINT (2686309 1250849);47.40280386569124;8.582050847619225;4G;;22a; Glattwiesenstrasse;Zürich;; 8051; Schweiz; 8051
7516;Sehr Klein;POINT (2540115 1185209);46.81533155223768;6.653949167082655;4G;;1; Chemin de Coudrex;Grandson;; 1422; Schweiz; 1422
7517;Klein;POINT (2547340 1190528);46.86378784257415;6.747999849153048;4G;;A5; Concise;Concise;; 1426; Schweiz; 1426
7519;Mittel;POINT (2718389 1097831);46.02164843813261;8.967454015063199;4G;;21; Via Vedreggio;Pregassona Dist;; 6963; Schweiz; 6963
7520;Mittel;POINT (2557390 1146821);46.47135330038654;6.883863173279343;4G;;;L'église de la Chiesaz;Blonay;; 1807; Schweiz; 1807
7521;Klein;POINT (2609253 1114349);46.18054585962745;7.558474561911428;4G;;;Bendolla;Mission;; 3961; Schweiz; 3961
7522;Sehr Klein;POINT (2561180 1204487);46.99030328810611;6.928311124598871;4G;;17; Place des Halles;Neuchâtel 1;; 2001; Schweiz; 2001
7523;Sehr Klein;POINT (2499162 1117950);46.205432085963245;6.132109096953454;4G;;;Délices;;; 8973; Schweiz; 8973
7524;Sehr Klein;POINT (2500597 1122963);46.25073471690754;6.149630132825559;4G;;4; Route des Romelles;Bellevue;; 1293; Schweiz; 1293
7525;Gross;POINT (2749516 1186560);46.81339781999599;9.397875334365496;4G;;;Via Campagna;Bonaduz;; 7402; Schweiz; 7402
7526;Mittel;POINT (2741970 1227727);47.185245606619716;9.311910673629445;4G;;;Talstation Iltios (Chäserrugg);Unterwasser;; 9657; Schweiz; 9657
7527;Gross;POINT (2748098 1211729);47.04004563315578;9.3874933911814;4G;;;Vermölerstrasse;Mädris-Vermol;; 8886; Schweiz; 8886
7528;Mittel;POINT (2666429 1259187);47.48009678800268;8.319945272514392;4G;;19; Geissbergstrasse;Ennetbaden;; 5408; Schweiz; 5408
7529;Sehr Klein;POINT (2497790 1121380);46.23607539495342;6.11358415470123;4G;;;Aéroport international de Genève;Genève;; 1209; Schweiz; 1209
7530;Mittel;POINT (2679958 1260684);47.49205393369405;8.499684752625823;4G;;;Schule Rietlen;Niederglatt ZH;; 8172; Schweiz; 8172
7531;Gross;POINT (2695249 1193230);46.883367214071775;8.68831277778227;4G;;;Bürglen (UR);Bürglen UR;; 6463; Schweiz; 6463
7532;Klein;POINT (2689613 1174146);46.71250207288341;8.610639629496891;4G;;A2; Pfaffensprung;Wassen UR;; 6484; Schweiz; 6484
7533;Gross;POINT (2540499 1151276);46.510136699092165;6.663382219453512;4G;;54; Avenue de Lavaux;Pully;; 1009; Schweiz; 1009
7534;Sehr Klein;POINT (2605158 1207778);47.02102726040684;7.506475685654416;4G;;11; Grubenstrasse;Urtenen-S. Z-Platz;; 3322; Schweiz; 3322
7536;Mittel;POINT (2681963 1241022);47.314980579422915;8.522683978792042;4G;;4; Soodring;Adliswil 1 Zust;; 8134; Schweiz; 8134
7537;Mittel;POINT (2555896 1200919);46.95787853160546;6.859198225882002;4G;;;borNE.BOUD-COLO.e;Boudry Dist colis;; 2013; Schweiz; 2013
7538;Mittel;POINT (2613975 1265300);47.5382798072081;7.624229524096584;4G;;;Birsstrasse;Muttenz Hauptstr;; 4132; Schweiz; 4132
7539;Gross;POINT (2683777 1240850);47.313205811977674;8.546641003874752;4G;;37; Gheistrasse;Rüschlikon;; 8803; Schweiz; 8803
7540;Sehr Klein;POINT (2664722 1224284);47.16635468323162;8.29226421421934;4G;;1; Hauptstrasse;Hochdorf;; 6280; Schweiz; 6280
7541;Sehr Klein;POINT (2599163 1199672);46.94813173564391;7.427638144675042;4G;;;Orient Grill;Bern;; 3010; Schweiz; 3010
7542;Sehr Klein;POINT (2669233 1210647);47.04324291276287;8.349668135087436;4G;;;Hermitage Trakt 2;;; 6550; Schweiz; 6550
7543;Sehr Klein;POINT (2666050 1211360);47.04998064482618;8.307890433109465;4G;TUI ReiseCenter; 8a; Pilatusstrasse;Luzern SPS;; 6002; Schweiz; 6002
7544;Sehr Klein;POINT (2499991 1116778);46.19501453563877;6.143099410252248;4G;;33; Boulevard du Pont-d'Arve;Genève;; 1205; Schweiz; 1205
7545;Sehr Klein;POINT (2664675 1224225);47.16582861908148;8.29163591124352;4G;Seetal-Center Hochdorf; 5; Hauptstrasse;Hochdorf;; 6280; Schweiz; 6280
7546;Klein;POINT (2578765 1185066);46.816406161314326;7.160386678813875;4G;;12; Jura;Fribourg;; 1702; Schweiz; 1702
7547;Sehr Klein;POINT (2622274 1235372);47.26887587995773;7.732963705782001;4G;;2; Aebisholz;Oensingen Hub;; 4702; Schweiz; 4702
7548;Sehr Klein;POINT (2743049 1264600);47.51656311646556;9.337919748335644;4G;;234; Bahnhofstrasse;Muolen;; 9313; Schweiz; 9313
7550;Sehr Klein;POINT (2636920 1239740);47.30750750726613;7.9268561588783095;4G;Fachmarkt A1; 1; Spitalweidstrasse;Oftringen Tychb.;; 4665; Schweiz; 4665
7551;Sehr Klein;POINT (2499679 1117370);46.20029271376477;6.13893119028336;4G;;3; Rue du Vieux-Billard;Genève;; 1205; Schweiz; 1205
7552;Sehr Klein;POINT (2559430 1142830);46.43557956993464;6.9107734061460775;4G;;;Gare;Chernex;; 1822; Schweiz; 1822
7555;Sehr Klein;POINT (2646094 1249173);47.391771763156115;8.049138553318715;4G;;57; Bahnhofstrasse;Aarau Postauto AG;; 5000; Schweiz; 5000
7557;Mittel;POINT (2690312 1209621);47.031478948509964;8.626804918411832;4G;;T8 Umfahrung; Krummfeld;Seewen SZ;; 6423; Schweiz; 6423
7558;Gross;POINT (2720008 1269092);47.56156752914827;9.033303426076031;4G;MS Fimmelsberg; 23; Frauenfelderstrasse;Amlikon-Bissegg;; 8514; Schweiz; 8514
7559;Mittel;POINT (2670393 1202081);46.96607425865418;8.363602800200495;4G;;19; Eichli;Stans Kaserne;; 6370; Schweiz; 6370
7560;Mittel;POINT (2687175 1241884);47.32206473527949;8.591776756746434;4G;;8; Schübelstrasse;Küsnacht ZH Zust;; 8700; Schweiz; 8700
7561;Mittel;POINT (2781614 1184890);46.79039844169892;9.817585594682368;4G;Bernina; 18; Promenade;Davos Platz Talstr;; 7270; Schweiz; 7270
7562;Gross;POINT (2592457 1246363);47.36806297881127;7.338763525457835;4G;Hôpital du Jura - Delémont; 30; Rue des Rosées;Delémont Dist coli;; 2800; Schweiz; 2800
7563;Mittel;POINT (2496967 1115996);46.18752438221693;6.104105590060259;4G;;17; Rue des Bossons;Petit-Lancy 2;; 1213; Schweiz; 1213
7564;Gross;POINT (2816201 1184727);46.77860185932826;10.270200026526576;4G;;;Sparsels;Tarasp;; 7553; Schweiz; 7553
7565;Gross;POINT (2581492 1197474);46.92810088815304;7.195613150272249;4G;;;Dorfstrasse;Ulmiz;; 3214; Schweiz; 3214
7566;Mittel;POINT (2645622 1246171);47.36480466379754;8.04258136987126;4G;;14; Hauptstrasse;Unterentfelden;; 5035; Schweiz; 5035
7567;Gross;POINT (2711633 1239422);47.296237979257825;8.914626428588969;4G;;;Mülrüti;Wald ZH Zustellung;; 8636; Schweiz; 8636
7568;Sehr Klein;POINT (2717787 1105551);46.09118600732178;8.961617299760734;4G;;;Via Gola di Lago;Odogno;; 6960; Schweiz; 6960
7569;Mittel;POINT (2703225 1243536);47.334604437823884;8.804426901303097;4G;;2a; Motorenstrasse;Wetzikon Post;; 8620; Schweiz; 8620
7570;Mittel;POINT (2538587 1181617);46.78288237245069;6.634412190742375;4G;;37; Rue de Neuchâtel;Yverdon Dist;; 1400; Schweiz; 1400
7571;Gross;POINT (2579817 1183108);46.798826195840796;7.174258042588072;4G;;;Promenade Madeleine-Eggendorffer;Bourguillon;; 1722; Schweiz; 1722
7572;Mittel;POINT (2682861 1247685);47.374791798978215;8.53579161696938;4G;;29; Löwenstrasse;Zürich;; 8001; Schweiz; 8001
7573;Mittel;POINT (2687655 1239297);47.29873507804507;8.597619866228355;4G;;129; Seestrasse;Erlenbach ZH;; 8703; Schweiz; 8703
7574;Mittel;POINT (2699151 1232727);47.23802187683514;8.748146125514161;4G;;52; 54;Stäfa Bahnhofstr;; 8712; Schweiz; 8712
7575;Mittel;POINT (2682999 1263139);47.51375489554446;8.540491767125182;4G;;18; Südstrasse;Bülach;; 8180; Schweiz; 8180
7576;Gross;POINT (2568688 1255554);47.45002320758308;7.023444668960139;4G;;;Bure;Bure;; 2915; Schweiz; 2915
7577;Mittel;POINT (2763633 1252869);47.40629079440561;9.606783512600112;4G;;1; Turnhallestrasse;Balgach;; 9436; Schweiz; 9436
7578;Mittel;POINT (2599930 1198225);46.93511630890423;7.437713448504059;4G;;26; Friedheimweg;Bern;; 3007; Schweiz; 3007
7579;Mittel;POINT (2662501 1195903);46.91129468314109;8.25906075262938;4G;;21; Bahnhofstrasse;Kägiswil;; 6056; Schweiz; 6056
7580;Gross;POINT (2722862 1247092);47.36321446148518;9.06515672853725;4G;;;Kapf;Bütschwil;; 9606; Schweiz; 9606
7581;Mittel;POINT (2702323 1241612);47.31744242304888;8.792055563780496;4G;;14; Guyer-Zeller-Strasse;Wetzikon Post;; 8620; Schweiz; 8620
7582;Mittel;POINT (2683716 1253556);47.42748329217801;8.548210362231497;4G;;63; Stiglenstrasse;Zürich;; 8052; Schweiz; 8052
7583;Gross;POINT (2626597 1240613);47.3158557881985;7.790398631496078;4G;;;Bifang;Egerkingen;; 4622; Schweiz; 4622
7584;Mittel;POINT (2683883 1246399);47.36309701518323;8.54908122228118;4G;;19; Kreuzstrasse;Zürich;; 8008; Schweiz; 8008
7585;Mittel;POINT (2599549 1197811);46.93139210536853;7.432710551206658;4G;;90; Morillonstrasse;Liebefeld;; 3097; Schweiz; 3097
7586;Mittel;POINT (2700744 1256924);47.45538505149339;8.774622456709809;4G;;1; Weisslingerstrasse;Kollbrunn;; 8483; Schweiz; 8483
7587;Klein;POINT (2753240 1172100);46.682519217486764;9.44181575834743;4G;;A13; Thusis;Thusis Zustellung;; 7430; Schweiz; 7430
7588;Mittel;POINT (2575409 1109881);46.139964732583564;7.120422980187072;4G;;;Fully;Fully Dist;; 1926; Schweiz; 1926
7589;Mittel;POINT (2717751 1096261);46.00763973172905;8.958824468166101;4G;;22; Via Serafino Balestra;Lugano 4;; 6900; Schweiz; 6900
7590;Gross;POINT (2676720 1265740);47.53790875809239;8.45759179008852;4G;;;Höhenwind Stadlerberg;Windlach;; 8175; Schweiz; 8175
7591;Gross;POINT (2762008 1254904);47.42498888835656;9.586000830073877;4G;;;Eschenmoosstrasse;Schachen b. Reute;; 9411; Schweiz; 9411
7592;Gross;POINT (2535965 1156914);46.560431822056;6.603528248281964;4G;;4; Chemin de Sous-Mont;Romanel-s-Lausanne;; 1032; Schweiz; 1032
7593;Mittel;POINT (2582112 1213249);47.07001485809899;7.203129331056831;4G;;56; Burrirain;Hagneck;; 2575; Schweiz; 2575
7594;Gross;POINT (2697279 1214833);47.07736910674125;8.719568666897986;4G;;;Oberbergstrasse;Alpthal;; 8849; Schweiz; 8849
7595;Gross;POINT (2680181 1160473);46.590717715624464;8.484914705493063;4G;;;AW Fuchsegg;Realp;; 6491; Schweiz; 6491
7596;Mittel;POINT (2588414 1131068);46.330904754458466;7.288186035800772;4G;;;Route du Sanetsch;Savièse;; 1965; Schweiz; 1965
7597;Mittel;POINT (2695017 1219553);47.120147951568434;8.690780222796333;4G;;2. Altmatt; Rothenthurm;Rothenthurm;; 6418; Schweiz; 6418
7598;Gross;POINT (2784355 1161645);46.58064323116245;9.844133202080668;4G;;;Albula Bike Trail;La Punt Chamues-ch;; 7522; Schweiz; 7522
