id;power;cordinates;antenna_Location_WGS84_E;antenna_Location_WGS84_N;type;building;streetNumber;street;town;district;state;country;postal
11733;Mittel;POINT (2636031 1160887);46.598277905201094;7.908859047293431;4G;;479; Bei der Zuben;Lauterbrunnen;; 3822; Schweiz; 3822
11734;Mittel;POINT (2604520 1189931);46.86049483063028;7.4979092758184365;4G;;9; Gürbestrasse;Toffen;; 3125; Schweiz; 3125
11735;Gross;POINT (2713429 1113760);46.165764653065;8.907269079066776;4G;;;Via ai Pontini;Agarone;; 6597; Schweiz; 6597
11736;Gross;POINT (2606384 1214919);47.085249949902085;7.522701143639054;4G;;10; Kirchgasse;Fraubrunnen;; 3312; Schweiz; 3312
11737;Mittel;POINT (2608957 1226454);47.188975665535764;7.5568121481912405;4G;;6; Industriestrasse;Biberist;; 4562; Schweiz; 4562
11738;Mittel;POINT (2609691 1177834);46.751623258393664;7.565466938319858;4G;Landi Thierachern; 28; Blumensteinstrasse;Thierachern;; 3634; Schweiz; 3634
11739;Mittel;POINT (2580709 1188334);46.845862210878984;7.1857206133599725;4G;;30; Im Baumgarten;Düdingen;; 3186; Schweiz; 3186
11740;Mittel;POINT (2686096 1255689);47.44635865554469;8.580162146631636;4G;;76; Schaffhauserstrasse;Kloten Kaserne;; 8302; Schweiz; 8302
11741;Mittel;POINT (2558069 1143806);46.44427512278741;6.892977069025942;4G;;42; Rue du Collège;Clarens Collège;; 1815; Schweiz; 1815
11742;Mittel;POINT (2707146 1237011);47.27529975979162;8.854737650046191;4G;;;Büelenweg;Dürnten;; 8635; Schweiz; 8635
11743;Mittel;POINT (2746521 1255292);47.43210795426264;9.380940311779035;4G;;10; Adlerbergstrasse;St. Gallen Kaserne;; 9000; Schweiz; 9000
11744;Mittel;POINT (2697405 1245410);47.35234304774404;8.727842391881964;4G;Psychiatriezentrum Uster Alterstagesklinik; 30; Asylstrasse;Uster 1;; 8610; Schweiz; 8610
11745;Gross;POINT (2735150 1181925);46.77478693456559;9.208322250920505;4G;Hotel Eden Montana; 31; Via dalla Staziun;Ilanz Zustellung;; 7130; Schweiz; 7130
11746;Mittel;POINT (2711377 1270420);47.575030020129226;8.918974898066175;4G;;4; Im Alexander;Felben-Wellhausen;; 8552; Schweiz; 8552
11747;Klein;POINT (2781379 1148990);46.467669496052;9.800355472634832;4G;;;Sviamaint da Silvaplauna;Silvaplana-Surlej;; 7513; Schweiz; 7513
11748;Gross;POINT (2684435 1247941);47.37689428178585;8.556678524347902;4G;Grosse Kirche Fluntern; 1; Gellertstrasse;Gockhausen;; 8044; Schweiz; 8044
11749;Mittel;POINT (2734572 1173679);46.700746125857926;9.198334761103432;4G;;;Via Bellavista;Peiden;; 7110; Schweiz; 7110
11750;Klein;POINT (2555890 1215250);47.0867826463427;6.857722133013392;4G;;;Tunnel du Mont-Sagne;La Cibourg;; 2300; Schweiz; 2300
11751;Sehr Klein;POINT (2505777 1137773);46.38469044285387;6.213788512211514;4G;;11; Route de Crassier;Eysins;; 1262; Schweiz; 1262
11752;Mittel;POINT (2666230 1212960);47.06435378487612;8.310493042721268;4G;;47; Maihofstrasse;Luzern;; 6004; Schweiz; 6004
11754;Sehr Klein;POINT (2682765 1248168);47.37914766253536;8.534609958135286;4G;;;Freischützgasse;Zürich;; 8004; Schweiz; 8004
11755;Sehr Klein;POINT (2683920 1250480);47.399794102054955;8.55033629567456;4G;Kleintierklinik; 208; Winterthurerstrasse;Zürich;; 8057; Schweiz; 8057
11757;Sehr Klein;POINT (2680162 1249687);47.39313046743378;8.500417115346126;4G;;;Swisscom Betriebszentrum Herdern;Zürich;; 8049; Schweiz; 8049
11758;Mittel;POINT (2586795 1105331);46.09935584997818;7.26789347945169;4G;;;Funispace;Le Châble VS Dist;; 1934; Schweiz; 1934
11759;Sehr Klein;POINT (2682609 1250290);47.3982511119503;8.532936286910768;4G;Bucheggplatz;" 1;4"; Unterstrass;Zürich;; 8042; Schweiz; 8042
11760;Mittel;POINT (2604908 1192855);46.88679432662122;7.503028533950447;4G;;38; Mühlestrasse;Belp;; 3123; Schweiz; 3123
11761;Mittel;POINT (2521335 1147892);46.47771699780753;6.414289725183109;4G;;32; Route d'Allaman;Etoy;; 1163; Schweiz; 1163
11762;Sehr Klein;POINT (2702322 1149508);46.4890729488533;8.771351367755736;4G;;;Via Cantonale;Mairengo;; 6763; Schweiz; 6763
11763;Mittel;POINT (2664289 1209584);47.03417950402765;8.284464518346914;4G;;40; Luzernerstrasse;Kriens Zust Pakete;; 6010; Schweiz; 6010
11764;Mittel;POINT (2600473 1199754);46.948869842250595;7.4448455889077225;4G;Freie evangelische Gemeinde Bern; 35/39; Zeughausgasse;Bern;; 3012; Schweiz; 3012
11765;Mittel;POINT (2566296 1118016);46.21274720015698;7.001909254297938;4G;;;Rue de la Cime de l'Est;Mex VS;; 1890; Schweiz; 1890
11766;Mittel;POINT (2681478 1248428);47.381646351992394;8.517616839498807;4G;Sozialwerk Pfarrer Sieber; 192; Hohlstrasse;Zürich;; 8004; Schweiz; 8004
11767;Mittel;POINT (2697043 1151711);46.509673498628906;8.70306863480126;4G;;;Via Aerodromo;Ambrì;; 6775; Schweiz; 6775
11768;Gross;POINT (2533318 1155407);46.54661716128939;6.569228397002825;4G;;A1; Crissier;Crissier 1 Dist;; 1023; Schweiz; 1023
11769;Mittel;POINT (2554377 1216158);47.09484706764796;6.83770561314358;4G;;131; Boulevard de la Liberté;La Cibourg;; 2300; Schweiz; 2300
11771;Sehr Klein;POINT (2682847 1247844);47.37622350580361;8.535635696259531;4G;Rio Bar; 17; Gessnerallee;Zürich;; 8001; Schweiz; 8001
11773;Klein;POINT (2680376 1248373);47.38128707159815;8.503015266188;4G;;501; Badenerstrasse;Zürich;; 8048; Schweiz; 8048
11774;Mittel;POINT (2538490 1153618);46.53102135627949;6.6368956978271125;4G;;10; Route du Signal;Lausanne;; 1018; Schweiz; 1018
11775;Sehr Klein;POINT (2585057 1220418);47.13457244296315;7.2416627113220144;4G;;;Swisscom;Biel/Bienne;; 2501; Schweiz; 2501
11776;Mittel;POINT (2805918 1174582);46.690655621317624;10.13107423191175;4G;;28; Zernez;Zernez;; 7530; Schweiz; 7530
11777;Gross;POINT (2506538 1137443);46.38182883418135;6.223746081084194;4G;;17; Route du Stand;Nyon 2;; 1260; Schweiz; 1260
11778;Mittel;POINT (2554462 1156197);46.55550052516264;6.844816282890602;4G;;;Chemin des Bois;Les Thioleyres;; 1607; Schweiz; 1607
11779;Mittel;POINT (2683638 1251478);47.40880526275312;8.546787751405178;4G;;1; Schwamendingenstrasse;Zürich Postauto;; 8050; Schweiz; 8050
11780;Gross;POINT (2684769 1256401);47.452934038821034;8.562705237746862;4G;;;Terminal 1;Kloten Kaserne;; 8302; Schweiz; 8302
11781;Mittel;POINT (2675872 1250747);47.40317160822877;8.44377978076861;4G;;2; Lättenstrasse;Schlieren;; 8952; Schweiz; 8952
11782;Mittel;POINT (2692743 1235560);47.264431202085;8.66411220414391;4G;;38; Dollikerstrasse;Meilen;; 8706; Schweiz; 8706
11783;Gross;POINT (2515181 1146548);46.46487587844178;6.334411147434577;4G;;6; Route de la Vallée;Rolle Ch. Famolens;; 1180; Schweiz; 1180
11784;Gross;POINT (2614510 1210740);47.04753270380556;7.629579044695097;4G;;59; Einschlagweg;Burgdorf PF mob;; 3400; Schweiz; 3400
11785;Gross;POINT (2604730 1251515);47.414428730485895;7.501298909013051;4G;;;Postauto Depot;Laufen Zustellung;; 4242; Schweiz; 4242
11786;Gross;POINT (2658498 1262299);47.508837554655564;8.215139398206688;4G;;;Reinerstrasse;Rüfenach AG;; 5235; Schweiz; 5235
11787;Mittel;POINT (2602407 1200346);46.95419099692535;7.47025283903998;4G;;;Galgenfeld Garage;Bern;; 3006; Schweiz; 3006
11788;Mittel;POINT (2502691 1130467);46.31853578154385;6.175210319191586;4G;;3; Route de Coppet;Commugny;; 1291; Schweiz; 1291
11789;Gross;POINT (2699529 1279881);47.662008927781535;8.763653974820926;4G;;;Eggstrasse;Schlattingen;; 8255; Schweiz; 8255
11790;Gross;POINT (2609644 1213343);47.07103481309327;7.5655987731276095;4G;;;Winkelweg;Fraubrunnen;; 3312; Schweiz; 3312
11791;Gross;POINT (2614762 1192665);46.88494041650936;7.632310590324271;4G;;67; Emmentalstrasse;Häutligen;; 3510; Schweiz; 3510
11792;Klein;POINT (2705170 1115392);46.1817833706365;8.800724591009958;4G;;;Galleria Mappo Morettina;Brione s. Minusio;; 6645; Schweiz; 6645
11794;Klein;POINT (2689860 1283581);47.696677361859884;8.635702707572102;4G;;7; Kirchhofplatz;Schaffhausen;; 8202; Schweiz; 8202
11795;Mittel;POINT (2611294 1268447);47.56663433914062;7.588701660745438;4G;;57; Breisacherstrasse;Basel;; 4057; Schweiz; 4057
11796;Mittel;POINT (2495240 1114729);46.175861842190955;6.082025085885427;4G;;4; Chemin de Chaumont;Confignon Cressy;; 1232; Schweiz; 1232
11797;Sehr Klein;POINT (2628490 1247611);47.37871850286498;7.815879357151301;4G;;;Eptingen;Eptingen;; 4458; Schweiz; 4458
11798;Gross;POINT (2735570 1188665);46.83531490441528;9.215818920529985;4G;;;Crap Sogn Gion;Falera;; 7153; Schweiz; 7153
11799;Sehr Klein;POINT (2504348 1116863);46.19641307382008;6.199514286564092;4G;Tour Opale; 5; Chemin de la Gravière;Thônex;; 1226; Schweiz; 1226
11800;Mittel;POINT (2638221 1239301);47.30348501926169;7.944022766022877;4G;;13; Obere Hauptstrasse;Oftringen Tychb.;; 4665; Schweiz; 4665
11801;Mittel;POINT (2602300 1199060);46.94262356953448;7.46884088852793;4G;;28; Ostring;Bern;; 3006; Schweiz; 3006
11802;Sehr Klein;POINT (2668691 1215022);47.08264969805588;8.343200064977964;4G;Hofmattstrasse; 32; Zentralstrasse;Ebikon Mall Switz.;; 6030; Schweiz; 6030
11804;Gross;POINT (2610274 1265759);47.54247589830088;7.575085686115913;4G;Credit Suisse; 49; Hauptstrasse;Binningen 1;; 4102; Schweiz; 4102
11807;Sehr Klein;POINT (2705070 1114093);46.17011546423957;8.799138008231722;4G;;;Parking Centro;Locarno;; 6605; Schweiz; 6605
11808;Gross;POINT (2657571 1258606);47.47570641099987;8.202358032718777;4G;;;Bahnpark Brugg;Umiken;; 5222; Schweiz; 5222
11810;Sehr Klein;POINT (2611185 1267753);47.560394580888634;7.5872358500215595;4G;;;Universität Basel;Basel;; 4005; Schweiz; 4005
11811;Mittel;POINT (2685129 1246193);47.361084619613074;8.56553454634561;4G;;204; Freiestrasse;Zürich Neumünster;; 8032; Schweiz; 8032
11813;Gross;POINT (2638412 1265785);47.54166917407625;7.94882288306121;4G;;;Stein-Säckingen;Stein AG;; 4332; Schweiz; 4332
11814;Mittel;POINT (2499246 1118289);46.20849376739785;6.133124079034277;4G;;53; Rue de Lyon;Genève;; 1211; Schweiz; 1211
11815;Mittel;POINT (2547565 1190846);46.866666050945035;6.7509139326744085;4G;;;Route Cantonale;Concise;; 1426; Schweiz; 1426
11816;Mittel;POINT (2621979 1091133);45.97141371392354;7.722194674129532;4G;;;Trockener Steg;Zermatt Zustellung;; 3920; Schweiz; 3920
11817;Gross;POINT (2622224 1256896);47.462469087679516;7.733368771036869;4G;;73; Unterbergen;Bubendorf;; 4416; Schweiz; 4416
11818;Gross;POINT (2676893 1250344);47.39942885146518;8.457235224054502;4G;;13a; Wagistrasse;Schlieren;; 8952; Schweiz; 8952
11819;Gross;POINT (2775155 1174326);46.69714148895995;9.728989460250522;4G;;;Jenisberg;Davos Wiesen;; 7494; Schweiz; 7494
11820;Mittel;POINT (2731330 1266476);47.535878423627004;9.182931156952131;4G;;;TG007;Götighofen;; 8583; Schweiz; 8583
11821;Klein;POINT (2687560 1156620);46.55513568738684;8.580458198658315;4G;;;Galleria stradale del San Gottardo;Airolo Caserma;; 6780; Schweiz; 6780
11822;Mittel;POINT (2739101 1248952);47.376711108024416;9.280643275787122;4G;;14; Wilenhalde;Herisau 1;; 9100; Schweiz; 9100
11823;Gross;POINT (2586816 1219093);47.122691900274276;7.2648872490121335;4G;;18; Bernstrasse;Brügg BE;; 2555; Schweiz; 2555
11824;Gross;POINT (2706828 1250170);47.393688860407;8.853672051846546;4G;;6; Frauwisstrasse;Saland;; 8493; Schweiz; 8493
11825;Mittel;POINT (2701771 1242417);47.324767254425815;8.784938369241939;4G;;2; Bertschikerstrasse;Wetzikon ZH Roben.;; 8621; Schweiz; 8621
11826;Sehr Klein;POINT (2510006 1141415);46.41803030661786;6.268047751862812;4G;SwissQuote; 33; Chemin de la Crétaux;Gland Dist colis;; 1196; Schweiz; 1196
11827;Mittel;POINT (2610457 1267965);47.562313169307195;7.577567937268499;4G;;54; Mittlere Strasse;Basel;; 4056; Schweiz; 4056
11828;Klein;POINT (2683412 1250440);47.39949890257637;8.54360011006346;4G;;;Hirschwiesenstrasse;Zürich;; 8057; Schweiz; 8057
11829;Gross;POINT (2631465 1262170);47.50952604953035;7.856297223037615;4G;;;Schwimmbad;Buus;; 4463; Schweiz; 4463
11830;Mittel;POINT (2533250 1166200);46.64369344621825;6.566775391035487;4G;;;Route d'Eclépens;Oulens-Echallens;; 1377; Schweiz; 1377
11831;Gross;POINT (2608113 1199188);46.94372997994694;7.54519133456317;4G;;79p; Neuhaus;Worb;; 3076; Schweiz; 3076
11832;Mittel;POINT (2676865 1236929);47.2787830469251;8.454563910215786;4G;;100; Zürichstrasse;Affoltern a.A.Zust;; 8910; Schweiz; 8910
11833;Mittel;POINT (2599766 1199748);46.948815921400424;7.435558738634702;4G;;;Schanzenbrücke;Bern;; 3012; Schweiz; 3012
11834;Gross;POINT (2639959 1259041);47.48092377183235;7.9687654413434155;4G;Chilchmethof; 430; Kirchmattstrasse;Wittnau;; 5064; Schweiz; 5064
11835;Mittel;POINT (2724609 1210188);47.03101951867545;9.078069952422387;4G;;2; Gipserhütte;Ennenda;; 8755; Schweiz; 8755
11836;Gross;POINT (2558050 1171860);46.69662939584935;6.890171551457992;4G;;;Chemin du Réservoir;Billens;; 1681; Schweiz; 1681
11837;Mittel;POINT (2638650 1244755);47.35251438187934;7.950164927166346;4G;;;Bodenacker;Dulliken;; 4657; Schweiz; 4657
11838;Gross;POINT (2658151 1257339);47.46426057579278;8.209886665175983;4G;;2; Werkhofstrasse;Hausen AG;; 5212; Schweiz; 5212
11839;Gross;POINT (2717675 1136980);46.373875189573766;8.96809124316693;4G;;;Palaroller;Biasca Dist;; 6710; Schweiz; 6710
11840;Mittel;POINT (2495815 1115054);46.17887429056229;6.089397277739126;4G;;;Confignon-Croisée;Confignon Cressy;; 1232; Schweiz; 1232
11841;Gross;POINT (2625529 1253261);47.42965629655599;7.776993315818093;4G;;23; Leuenbergstrasse;Hölstein;; 4434; Schweiz; 4434
11842;Mittel;POINT (2716950 1258376);47.46576032453096;8.989863902103702;4G;;;sta Schweisstechnische Ausbildung GmbH;Sirnach Zust Paket;; 8370; Schweiz; 8370
11843;Gross;POINT (2731793 1256126);47.44272183315301;9.186017129926984;4G;;;Bergwis;Niederwil SG;; 9203; Schweiz; 9203
11844;Mittel;POINT (2647433 1205792);47.00149073332977;8.062309268311926;4G;;4; Wilzigen;Entlebuch;; 6162; Schweiz; 6162
11845;Mittel;POINT (2591720 1224235);47.16902328994403;7.329418084836467;4G;;A5; Pieterlen;Pieterlen;; 2542; Schweiz; 2542
11847;Gross;POINT (2599190 1202371);46.97240970031565;7.427987556948435;4G;;190w; Neubrückstrasse;Bern;; 3012; Schweiz; 3012
11848;Mittel;POINT (2688258 1168891);46.66541652163306;8.591910804399575;4G;Heizwerk Gotthard; 1; Umfahrungsstrasse;Göschenen;; 6487; Schweiz; 6487
11849;Klein;POINT (2636499 1173266);46.70960602199704;7.915948075211415;4G;;4; Blatten;Ringgenberg BE;; 3852; Schweiz; 3852
11855;Sehr Klein;POINT (2712890 1232845);47.23687774795108;8.929589991157027;4G;;1487; Herrenweg;Eschenbach SG;; 8733; Schweiz; 8733
11857;Sehr Klein;POINT (2496996 1113677);46.16667107954854;6.1049924092955274;4G;Clarins S.A.; 18; Route de la Galaise;Plan-les-Oua Pl. A;; 1228; Schweiz; 1228
11858;Mittel;POINT (2717974 1112589);46.154452128156784;8.965805911412163;4G;Coop; 4; Via Serrai;S. Antonino;; 6592; Schweiz; 6592
11859;Sehr Klein;POINT (2596016 1120439);46.23537939360604;7.386999027700908;4G;;;Hôpital de Sion;Sion car postal;; 1951; Schweiz; 1951
11860;Mittel;POINT (2558338 1131680);46.33521359400975;6.897568474288917;4G;;32; Chemin des Bresoleys;Miex;; 1896; Schweiz; 1896
11861;Sehr Klein;POINT (2665200 1207950);47.01939355006501;8.296214485007583;4G;;;Schlund;Kriens;; 6011; Schweiz; 6011
11862;Mittel;POINT (2691668 1190387);46.85829995935877;8.640765679716601;4G;;32; Militärstrasse;Schattdorf;; 6467; Schweiz; 6467
11863;Mittel;POINT (2681390 1246324);47.36273508555857;8.516069091614895;4G;;12; Binzstrasse;Zürich Sihlcity;; 8045; Schweiz; 8045
11864;Gross;POINT (2673969 1250140);47.39792903017344;8.418471020917194;4G;;147; Schöneggstrasse;Dietikon Silbern;; 8953; Schweiz; 8953
11865;Mittel;POINT (2709533 1268229);47.55563858941211;8.893931164408164;4G;;;Frauenfeld;; Bezirk Frauenfeld; Thurgau; Schweiz;
11866;Gross;POINT (2496334 1112241);46.153653629473716;6.096741195400007;4G;;;Chemin des Jules;La Croix-de-Rozon;; 1257; Schweiz; 1257
11867;Mittel;POINT (2561150 1184953);46.81459221997975;6.929587100778504;4G;;12; Rue des Vernes;Payerne Dist;; 1530; Schweiz; 1530
11868;Gross;POINT (2579028 1183530);46.8025977356899;7.163903580855361;4G;Archéologie cantonale; 13; Planche-Supérieure;Fribourg Pérolles;; 1700; Schweiz; 1700
11869;Mittel;POINT (2721064 1114484);46.170947194935486;9.006285311277988;4G;;;Giubiasco;Camorino;; 6528; Schweiz; 6528
11871;Mittel;POINT (2614214 1177612);46.74954559063626;7.624654678000657;4G;Hohmad Privatklinik; 1; Hohmadstrasse;Thun Aarestrasse;; 3600; Schweiz; 3600
11872;Klein;POINT (2684715 1253749);47.42909117179937;8.56148608239888;4G;;;Opfikon;Glattbrugg;; 8152; Schweiz; 8152
11873;Sehr Klein;POINT (2717069 1095713);46.002829667020244;8.949885675998594;4G;;;Coop City;Lugano;; 6901; Schweiz; 6901
11875;Mittel;POINT (2681861 1216977);47.09873685695266;8.51696528802967;4G;;3; Bahnhofstrasse;Walchwil;; 6318; Schweiz; 6318
11876;Mittel;POINT (2694291 1230765);47.221088298640794;8.68355853161698;4G;;69; Etzelstrasse;Wädenswil Zust P;; 8820; Schweiz; 8820
11877;Mittel;POINT (2528833 1152500);46.5200058932102;6.51120627793433;4G;;A1; Lonay;Lonay;; 1027; Schweiz; 1027
11878;Gross;POINT (2647050 1176680);46.739655398542375;8.054272572205047;4G;;907; Wychelmatten süd;Brienz BE Zust;; 3855; Schweiz; 3855
11879;Gross;POINT (2751250 1259800);47.471569755751574;9.445130264468412;4G;;97; Rorschacherstrasse;Mörschwil;; 9402; Schweiz; 9402
11880;Mittel;POINT (2667090 1220080);47.12830702540676;8.322869158643194;4G;;45; Alte Kantonsstrasse;Eschenbach LU;; 6274; Schweiz; 6274
11881;Sehr Klein;POINT (2649642 1212123);47.05827485832484;8.092045951537576;4G;;2; Horütifeld;Werthenstein;; 6106; Schweiz; 6106
11882;Gross;POINT (2533995 1154650);46.53987517254802;6.57816296159001;4G;;4; Rue du Jura;Crissier 1 Dist;; 1023; Schweiz; 1023
11883;Mittel;POINT (2546234 1149646);46.49596061083724;6.7382911779414005;4G;;;Rue du Collège;Riex;; 1097; Schweiz; 1097
11884;Mittel;POINT (2694019 1237987);47.286077674227144;8.681478107959713;4G;Vorderer Pfannenstiel; 380; Herrenweg;Meilen;; 8706; Schweiz; 8706
11885;Mittel;POINT (2539575 1180975);46.777198154681216;6.6474344231367395;4G;;5; Rue Cordey;Yverdon Conseil;; 1401; Schweiz; 1401
11886;Gross;POINT (2693140 1169680);46.67184984350902;8.655854223872705;4G;Schneehüenderstock; 19; Andermatt;Andermatt;; 6490; Schweiz; 6490
11887;Mittel;POINT (2759815 1191107);46.85189189894509;9.534361668407778;4G;;;RTR Radiotelevisiun Svizra Rumantscha;Chur;; 7001; Schweiz; 7001
11888;Gross;POINT (2539531 1179615);46.764961020220774;6.647038332581411;4G;;;CEI 1;Yverdon Dist;; 1400; Schweiz; 1400
11890;Mittel;POINT (2724800 1239500);47.29458009889238;9.088692112966463;4G;BEAG 513; 17; Bleikenstrasse;Wattwil Zust;; 9630; Schweiz; 9630
11891;Sehr Klein;POINT (2665895 1211704);47.05309015811909;8.305900722540995;4G;;19; Grabenstrasse;Luzern;; 6004; Schweiz; 6004
11893;Gross;POINT (2658980 1252610);47.421655978060606;8.220256548946768;4G;;10; Breitackerstrasse;Brunegg;; 5505; Schweiz; 5505
11894;Mittel;POINT (2711902 1114890);46.17618334460604;8.887772955884824;4G;;;Via alla Bolla;Riazzino;; 6595; Schweiz; 6595
11895;Mittel;POINT (2698876 1282218);47.683122189477096;8.755484354440405;4G;;2; Ziegeleistrasse;Willisdorf;; 8253; Schweiz; 8253
11896;Mittel;POINT (2578734 1185363);46.81907677164764;7.15996660146924;4G;;21; Route de Grandfey;Fribourg Pérolles;; 1700; Schweiz; 1700
11897;Gross;POINT (2675228 1221799);47.14289321253475;8.430402728224287;4G;Aparthotel; 1; Mattenstrasse;Buonas;; 6343; Schweiz; 6343
11898;Gross;POINT (2608451 1221580);47.145141822549085;7.5500450885478045;4G;;51; Fabrikstrasse;Utzenstorf;; 3427; Schweiz; 3427
11899;Sehr Klein;POINT (2671238 1205368);46.99554901366196;8.375220532855197;4G;;;Bürgenstock;Ennetbürgen;; 6373; Schweiz; 6373
11902;Sehr Klein;POINT (2585366 1220530);47.13558680570837;7.245732030334896;4G;;38; Rue de la Gare / Bahnhofstrasse;Biel/Bienne;; 2502; Schweiz; 2502
11903;Mittel;POINT (2554964 1187929);46.84097088673507;6.848241313763336;4G;;43; Route de Lully;Lully FR;; 1470; Schweiz; 1470
11904;Gross;POINT (2526125 1153078);46.52491103162711;6.475827073540357;4G;;;Château de Vufflens;Chigny;; 1134; Schweiz; 1134
11905;Mittel;POINT (2660317 1263791);47.52209132354635;8.239485660194218;4G;;;Holcim (Schweiz) AG;Siggenthal Station;; 5301; Schweiz; 5301
11906;Mittel;POINT (2537033 1153328);46.5282770064508;6.617945603844152;4G;;64; Avenue de France;Lausanne;; 1004; Schweiz; 1004
11907;Mittel;POINT (2658556 1270211);47.57998747472892;8.21695058250916;4G;;;Kirche St Peter und Paul;Leuggern;; 5316; Schweiz; 5316
11908;Mittel;POINT (2573155 1105763);46.10283515025292;7.0914917317473245;4G;;;Rue de Verdan;Chemin;; 1927; Schweiz; 1927
11909;Mittel;POINT (2495170 1120897);46.23132746622465;6.079733500520219;4G;;25; Rue de-Livron;Meyrin;; 1217; Schweiz; 1217
11910;Gross;POINT (2497615 1120913);46.23184839984091;6.111418422060057;4G;;P33; A1;Genève;; 1215; Schweiz; 1215
11911;Gross;POINT (2682700 1246330);47.362625973566885;8.533409793628737;4G;;38; Alfred-Escher-Strasse;Zürich PF Fil Enge;; 8002; Schweiz; 8002
11912;Gross;POINT (2609951 1229053);47.21233872618261;7.569984585757917;4G;;102; Luterbachstrasse;Zuchwil Hauptstr;; 4528; Schweiz; 4528
11913;Mittel;POINT (2687372 1281457);47.6779144031133;8.602143841729932;4G;;86; Zollstrasse;Neuhausen Rundbuck;; 8212; Schweiz; 8212
11914;Gross;POINT (2550313 1185366);46.81758480794463;6.787551787867293;4G;;;Chemin des Grèves;Cheyres;; 1468; Schweiz; 1468
11915;Mittel;POINT (2582882 1113440);46.17221201350305;7.216997062248864;4G;;16; Rue du Canal;Riddes;; 1908; Schweiz; 1908
11916;Gross;POINT (2562240 1194194);46.89777907893626;6.9431021359863605;4G;;64; Route de la Ria;Gletterens;; 1544; Schweiz; 1544
11917;Mittel;POINT (2683638 1251865);47.412285653579296;8.546860162443119;4G;Sip's Pub; 380; Siewerdtstrasse;Zürich Postauto;; 8050; Schweiz; 8050
11918;Sehr Klein;POINT (2681622 1226863);47.187680749137485;8.515604491312006;4G;;10; Oberneuhofstrasse;Sihlbrugg;; 6340; Schweiz; 6340
11919;Mittel;POINT (2551670 1146680);46.46969580737603;6.809407151734955;4G;de La Pichette; 37; Chemin de la Paix;Chardonne;; 1803; Schweiz; 1803
11920;Mittel;POINT (2602700 1199281);46.94461004160158;7.474095786137032;4G;;10; Giacomettistrasse;Bern;; 3006; Schweiz; 3006
11921;Mittel;POINT (2599760 1202817);46.97642204351798;7.435477814179233;4G;;22; Kalchackerstrasse;Bremgarten b. Bern;; 3047; Schweiz; 3047
11922;Gross;POINT (2529219 1171279);46.68896263092728;6.51334510829518;4G;;;Route de Pompaples;Arnex-sur-Orbe;; 1321; Schweiz; 1321
11923;Gross;POINT (2534256 1153147);46.52638134860616;6.581779594947715;4G;;;Avenue du Léman;Chavannes-Renens;; 1022; Schweiz; 1022
11924;Gross;POINT (2655496 1186396);46.8264017571433;8.165958153022476;4G;;1; Pfedli;Giswil;; 6074; Schweiz; 6074
11925;Mittel;POINT (2499705 1114538);46.174824577055105;6.1398761654095715;4G;;;Haute école de gestion de Genève;Carouge GE Dist;; 1227; Schweiz; 1227
11926;Sehr Klein;POINT (2599965 1196519);46.91977049063138;7.438173478785964;4G;;10; Gurten-Kulm;Wabern;; 3084; Schweiz; 3084
11927;Mittel;POINT (2685174 1246152);47.36071007785716;8.566122361397078;4G;;212; Freiestrasse;Zürich Neumünster;; 8032; Schweiz; 8032
11928;Gross;POINT (2590848 1118697);46.21965804254532;7.320039144419367;4G;;;STEP de Châteauneuf;Sion rue Casernes;; 1950; Schweiz; 1950
11929;Mittel;POINT (2568599 1110555);46.145743834819754;7.032253251867836;4G;;;Route de l'Ilôt;Vernayaz;; 1904; Schweiz; 1904
11930;Mittel;POINT (2533230 1153555);46.52994956060162;6.568349446319797;4G;;81; Avenue du Tir Fédéral;Chavannes-Renens;; 1022; Schweiz; 1022
11931;Gross;POINT (2612733 1263444);47.521612479269095;7.607681218419735;4G;;;Einkaufszentrum Gartenstadt;Münchenstein Stöck;; 4142; Schweiz; 4142
11932;Sehr Klein;POINT (2690879 1176997);46.737973902526186;8.627759508965111;4G;Gasthaus Bergheim; 2; Bitzistrasse;Gurtnellen;; 6482; Schweiz; 6482
11933;Mittel;POINT (2524983 1177053);46.740434793181024;6.457029309230651;4G;;1; La Place;Lignerolle;; 1357; Schweiz; 1357
11934;Mittel;POINT (2594893 1196850);46.922727712174726;7.371582160476567;4G;;17; Bahngässli;Niederwangen BE;; 3172; Schweiz; 3172
11935;Mittel;POINT (2694976 1249401);47.388589023508466;8.696545404179163;4G;;10; Pfäffikerstrasse;Volketswil Zentrum;; 8604; Schweiz; 8604
11936;Klein;POINT (2731064 1278408);47.643216579885;9.182922602059204;4G;;132; Hauptstrasse;Kreuzlingen 3;; 8280; Schweiz; 8280
11937;Gross;POINT (2604153 1200875);46.95894099599537;7.493194580169021;4G;;5; Nobsstrasse;Ostermundigen Ober;; 3072; Schweiz; 3072
11938;Mittel;POINT (2686938 1234852);47.258853648899475;8.587280634043726;4G;;10a; Neugasse;Horgen Bahnhofstr;; 8810; Schweiz; 8810
11939;Mittel;POINT (2607750 1228049);47.203337335956384;7.5409134925052905;4G;;27; Zuchwilerstrasse;Solothurn Bahnhof;; 4501; Schweiz; 4501
11940;Sehr Klein;POINT (2640199 1252419);47.42135198628867;7.971353581663716;4G;;;Klinik Barmelweid;Barmelweid;; 5017; Schweiz; 5017
