Name;Transportunternehmen_Abkuerzung;Betriebspunkttyp_Bezeichnung;Verkehrsmittel_Bezeichnung;Gemeinde_Name;E;N;H;antenna_Location_WGS84_E;antenna_Location_WGS84_N;postal
Oeschenbach, Wyssacker;OUW;Haltestelle;Bus;Oeschenbach;2623716;1217760;652;47.110412093979534;7.751093957882521;4943
Chermignon, Maze;SMC;Haltestelle;Bus;Crans-Montana;2603230;1126647;1179;46.2912289400886;7.480558426278819;None
Muntelier-Löwenberg, Station;TPF;Haltestelle;Bus;Muntelier;2576679;1198637;435;46.938410056533584;7.132356696785155;3286
Littau, Dorf;VBL;Haltestelle;Bus;Luzern;2662302;1211422;508;47.0509010593968;8.258576600997285;6006
Bedano, Via Mara;PAG;Haltestelle;Bus;Bedano;2714719;1100615;339;46.04732081705684;8.92075231770408;6930
Presinge, Basselat;TPG;Haltestelle;Bus;Presinge;2508336;1118890;441;46.21520065352813;6.250770950504012;1243
Vergeletto, Bivio Gresso;PAG;Haltestelle;Bus;Onsernone;2690512;1119953;881;46.224937309867215;8.611799255226002;None
Cham, Eizmoos;ZVB;Haltestelle;Bus;Cham;2677000;1227500;436;47.19396427285808;8.454734519525774;6330
Cauco, Bodio;PAG;Haltestelle;Bus;Calanca;2729407;1132560;951;46.33196361953252;9.119299806074004;None
Granges VS, Crêtelongue;PAG;Haltestelle;Bus;Sierre;2603350;1123260;509;46.260760228553394;7.482091784493437;None
Cronay, Moulin du Pont;PAG;Haltestelle;Bus;Cronay;2544013;1177485;489;46.74619405682088;6.705969359394639;1406
Hennens, village;TPF;Haltestelle;Bus;Billens-Hennens;2557608;1170356;765;46.68307250951271;6.884532124916954;None
Derborence;PAG;Haltestelle;Bus;Conthey;2583026;1125746;1458;46.28291503533115;7.218412098006223;None
Les Salines;TPC;Haltestelle;Zug;Bex;2568306;1122684;458;46.25483601909859;7.027636485668204;None
Baden, Kurtheater;RVBW;Haltestelle;Bus;Baden;2665662;1259204;381;47.48032668726048;8.309772728259555;5402
Zeihen, Dorf;PAG;Haltestelle;Bus;Zeihen;2648608;1258582;440;47.47621371824917;8.08345840481764;5079
Wädenswil, Hangenmoos;SZU;Haltestelle;Bus;Wädenswil;2691966;1232198;408;47.23430374878643;8.653159184360499;None
Schwenden i. D., Winteregg;PAG;Haltestelle;Bus;Diemtigen;2603530;1157905;1209;46.57241227331269;7.484684803024847;3754
Uetikon am See, Grossdorf;VZO;Haltestelle;Bus;Uetikon am See;2693503;1235797;453;47.26645544742532;8.674202328332886;8707
Oberhofen a. T., Längenschach.;STI;Haltestelle;Bus;Oberhofen am Thunersee;2618370;1174994;555;46.725894405773325;7.678939378353145;None
Benken SG, Neubruch;PAG;Haltestelle;Bus;Benken (SG);2717975;1227523;411;47.18812888181286;8.995336902366487;None
Buchs SG, Röllweg;BOS;Haltestelle;Bus;Buchs (SG);2754453;1224933;450;47.15732400411096;9.475594581456448;None
Daviaz, Vers-chez-Combe;PAG;Haltestelle;Bus;Massongex;2565019;1119381;674;46.2249606382973;6.985259767654043;1869
Mies, gare;TPG;Haltestelle;Bus;Mies;2502195;1128343;389;46.299359434276106;6.169218319112478;1295
Marin-Epagnier,Champs-Montants;PAG;Haltestelle;Bus;La Tène;2566319;1206957;433;47.01280232395287;6.995682082761226;None
Bioley-Orjulaz, chapelle;PAG;Haltestelle;Bus;Assens;2535557;1163718;608;46.62159484613946;6.5972544467201;1042
Visperterminen, Dorfeingang;PAG;Haltestelle;Bus;Visperterminen;2635477;1122990;1294;46.25740672585202;7.89873278038848;3932
Lenzburg, Schloss;RBL;Haltestelle;Bus;Lenzburg;2656565;1248837;406;47.38793435060433;8.18777659565214;None
Biel/Bienne, Sägefeldweg/Chemin de la Scierie;VB TPB;Haltestelle;Bus;Biel/Bienne;2587440;1222599;448;47.15423990901107;7.273012292194811;2505
St. Antönien, Gafia Edelweiss;GDLZ;Haltestelle;Bus;Luzein;2783796;1203564;1660;46.95769840401275;9.85367796185538;7242
Müswangen, Dorf;ZVB;Haltestelle;Bus;Hitzkirch;2664360;1232263;782;47.23815441046899;8.288629657840211;None
Reigoldswil, Gemeindezentrum;AAGL;Haltestelle;Bus;Reigoldswil;2619070;1249820;512;47.39892587941639;7.691237974344767;4418
Lavertezzo, Aquino;PAG;Haltestelle;Bus;Verzasca;2706898;1124527;576;46.26367339559249;8.825190446245795;None
Neunkirch, Schulstrasse;VBSH;Haltestelle;Bus;Neunkirch;2679767;1282834;436;47.69126699268071;8.501130093078723;8213
Nottwil;SBB CFF FFS;Haltestelle;Zug;Nottwil;2653099;1221107;507;47.13881412360329;8.138600831785524;None
Altstätten SG, Spital/Heime;PAG;Haltestelle;Bus;Altstätten;2758803;1249954;461;47.38126502271223;9.541781321497524;None
Denges, Pierraz-Mur;MBC;Haltestelle;Bus;Denges;2530776;1151938;396;46.515154838606655;6.536609135496726;1026
Montbrelloz, bif.;TPF;Haltestelle;Bus;Estavayer;2557521;1189883;487;46.85871585265975;6.881578470153579;None
Adligenswil, Blatte;PAG;Haltestelle;Bus;Adligenswil;2670576;1213678;542;47.07036323673372;8.367811218022354;None
Münchwilen TG;AB;Haltestelle;Zug;Münchwilen (TG);2717630;1259629;515;47.47690626764349;8.999211695880916;None
Mettmenstetten, Wissenbach;PAG;Haltestelle;Bus;Mettmenstetten;2678427;1232139;460;47.23551914206889;8.474371213575447;8932
Tumegl/Tomils, Rofna;PAG;Haltestelle;Bus;Domleschg;2753409;1180902;901;46.76163262912036;9.44696906605812;None
Brusio, Scuole;PAG;Haltestelle;Bus;Brusio;2807119;1126485;755;46.2578764958439;10.125234650841715;None
Leysin-Village;TPC;Haltestelle;Zug;Leysin;2566693;1132078;1269;46.33926138858528;7.006045858050209;None
Collombey, rte de la Fin;TPC;Haltestelle;Bus;Collombey-Muraz;2562315;1125095;389;46.27621413623966;6.949751660293133;None
Moudon, Chalet-Blanc;PAG;Haltestelle;Bus;Moudon;2550959;1169256;549;46.672721216829366;6.797744494441432;1510
St-Imier, Erguël;CJ;Haltestelle;Bus;Saint-Imier;2566892;1222594;813;47.15348289920802;7.002070057008776;None
Wergenstein, Dumagns;VNB;Haltestelle;Bus;Muntogna da Schons;2749675;1165550;1798;46.62442606286878;9.393100163459728;None
Dielsdorf, Altmoos;VBG;Haltestelle;Bus;Dielsdorf;2676604;1258853;429;47.47598671871048;8.454866831439217;None
Innertkirchen, Schwarzental;PAG;Haltestelle;Bus;Innertkirchen;2666927;1178723;1370;46.75633357716644;8.314637713464569;3862
Wallenwil, Schulhaus;BOS;Haltestelle;Bus;Eschlikon;2714454;1257357;585;47.45703626824256;8.956503531653757;None
St. Margrethen SG, Nebengraben;BOS;Haltestelle;Bus;St. Margrethen;2763195;1258835;401;47.46003773964869;9.603163631108249;None
Lausanne, Rasude;TL;Haltestelle;Bus;Lausanne;2538174;1152074;458;46.51710371179415;6.632984164258162;1012
Domdidier, gare;TPF;Haltestelle;Bus;Belmont-Broye;2567448;1190911;439;46.86852427792986;7.011681316262025;None
Bever, Bahnhof;BuS;Haltestelle;Bus;Bever;2787830;1158321;1714;46.5497889462968;9.888092551379945;7502
Killwangen, Bahnhof;RVBW;Haltestelle;Bus / Tram;Killwangen;2669076;1253998;393;47.43315732985528;8.354257116193855;8956
Weinfelden, Zedernpark;PAG;Haltestelle;Bus;Weinfelden;2726459;1269775;433;47.56649784060694;9.119193889108736;None
Noës, village;PAG;Haltestelle;Bus;Sierre;2605115;1125480;537;46.2807195502113;7.505006729509247;None
La Tzoumaz, Rosselin (bif.);PAG;Haltestelle;Bus;Riddes;2583842;1112182;1151;46.160919463447726;7.229471016218383;1908
Oberburg, Schulhaus Stöckern;BLAG;Haltestelle;Bus;Oberburg;2614312;1209424;547;47.03569958027598;7.6269320364434945;3414
Rheinfelden, Stadtpark;PAG;Haltestelle;Bus;Rheinfelden;2627089;1267329;272;47.55611914962961;7.798523430031052;None
Brione s. Minusio, Chiesa;FART;Haltestelle;Bus;Brione sopra Minusio;2706222;1115529;429;46.18285046285366;8.814377616144405;None
Huttwil, Stadt;BLAG;Haltestelle;Bus;Huttwil;2631132;1218180;646;47.113883294685486;7.848828978901615;4950
Vals, Therme;PAG;Haltestelle;Bus;Vals;2733553;1164973;1257;46.62265527534122;9.182484304077889;7132
Steinibach, Bahnhof;RBS;Haltestelle;Bus;Zollikofen;2601415;1203589;525;46.98336499455228;7.457230642520273;3052
Magliaso;FLP;Haltestelle;Zug;Magliaso;2712018;1093262;290;45.9816419469967;8.884114640755868;6983
Gurzelen, Schulhaus;PAG;Haltestelle;Bus;Gurzelen;2607180;1180955;599;46.77972946792689;7.532652739917219;3663
Daillon, la Vella;PAG;Haltestelle;Bus;Conthey;2589873;1122678;900;46.25545539752834;7.307316550849151;None
Münchenstein, Heiligholz;BLT;Haltestelle;Tram;Münchenstein;2612434;1262876;278;47.51650968845698;7.603695550648018;None
Schellenberg, Widum;VLM;Haltestelle;Bus;Schellenberg;2759008;1233026;558;47.22901264984741;9.538495174647869;9488
Höchstetten, Käsereistrasse;BüBu;Haltestelle;Bus;Höchstetten;2614782;1221369;477;47.14313338031052;7.633504451700301;None
Bertschikon bei Attikon;SBW;Haltestelle;Bus;Wiesendangen;2703573;1264882;508;47.52650831461;8.813980949630103;8542
Fronalpstock;StoB;Haltestelle;Sesselbahn;Morschach;2691223;1202754;1735;46.96959217424691;8.637408359919975;6443
Bürersteig, Passhöhe;PAG;Haltestelle;Bus;Gansingen;2654230;1264493;546;47.52893504202714;8.158755361152995;5272
Moudon, Grange-Verney;PAG;Haltestelle;Bus;Moudon;2551464;1169764;564;46.67732777927515;6.804290009748281;1510
Altendorf, Talstrasse;PAG;Haltestelle;Bus;Altendorf;2704525;1227838;410;47.19322524178334;8.817972925461294;8852
St. Gallen, Kräzern;VBSG;Haltestelle;Bus;St. Gallen;2741692;1252237;624;47.40569635442552;9.315981929386297;9023
Les Agettes, Les Crêtes;PAG;Haltestelle;Bus;Sion;2594600;1116989;1250;46.20433457549868;7.368683428923909;None
Plattenhorn;ABB;Haltestelle;Sesselbahn;Arosa;2767410;1182904;2310;46.7762634011222;9.630902305101127;None
Emmen, Flugzeugwerke;AAGR;Haltestelle;Bus;Emmen;2666126;1215377;425;47.08610363631753;8.309477085170231;None
Embrach, Illingerweg;PAG;Haltestelle;Bus;Embrach;2686700;1263400;430;47.51562422482384;8.58966901762045;None
Cornol, église;PAG;Haltestelle;Bus;Cornol;2579214;1250593;515;47.40582195594477;7.163243671354577;2952
St. Gallen, Friedhof Bruggen;VBSG;Haltestelle;Bus;St. Gallen;2743161;1252782;635;47.41027893266511;9.335612554622278;9023
Linthal;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Glarus Süd;2718741;1198342;648;46.92556128260688;8.997790600226875;None
Mellikon;SBB CFF FFS;Haltestelle;Zug;Mellikon;2668769;1269042;348;47.56848436198896;8.35250999225419;5465
Domdidier;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Belmont-Broye;2567425;1190910;439;46.86851415322635;7.011379725523792;None
Fusio, Paese;PAG;Haltestelle;Bus;Lavizzara;2694089;1144323;1265;46.44364364352237;8.66308352300906;None
Spiez, Doren;PAG;Haltestelle;Bus;Spiez;2618648;1170044;658;46.681359310730656;7.682375425065014;None
Courtemaîche, viaduc;PAG;Haltestelle;Bus;Basse-Allaine;2570497;1257058;393;47.4636339241995;7.047330759332352;None
Döttingen, Chunte;PAG;Haltestelle;Bus;Döttingen;2662199;1268877;359;47.56765562321007;8.265183328020317;None
Dietikon, Kirchplatz;VBZ;Haltestelle;Bus;Dietikon;2672820;1250905;391;47.40493708098843;8.403376655526555;None
Prangins, Sadex;TPN;Haltestelle;Bus;Prangins;2508578;1138288;381;46.38971073938424;6.25009295592756;1197
Le Châtelard FR, Pra Mottau;TPF;Haltestelle;Bus;Le Châtelard;2566465;1169630;1000;46.67704709838612;7.000352221182486;None
Kronbühl, Bruggbach;VBSG;Haltestelle;Bus;Wittenbach;2747785;1257930;632;47.45554417472373;9.398562755744589;9300
Collombey-le-Grand, Chapelle;TPC;Haltestelle;Bus;Collombey-Muraz;2562025;1125676;388;46.2814241234617;6.945942092056022;None
Zofingen, Ackerstrasse;AVA;Haltestelle;Bus;Zofingen;2638725;1238654;432;47.29763637217388;7.950631210453434;4801
Finhaut;TMR;Haltestelle;Zug;Finhaut;2564221;1103538;1224;46.08240442029116;6.97613107000112;1925
Gruben;MOB;Haltestelle;Zug;Saanen;2587830;1148815;1141;46.49053931761651;7.280133464074248;3792
Flüeli-Ranft, Z'Mos;PAG;Haltestelle;Bus;Sachseln;2662996;1191929;660;46.87550278249144;8.265008790096239;6072
Hoffeld, Ziegelhütte;PAG;Haltestelle;Bus;Neckertal;2731905;1247283;764;47.363183705612094;9.184892166584492;None
Zeglingen, Sagi;PAG;Haltestelle;Bus;Zeglingen;2634938;1252363;524;47.42114822379378;7.901630546405346;4495
Zürich Hardbrücke, Bahnhof;VBZ;Haltestelle;Bus / Tram;Zürich;2681434;1248823;405;47.38520417763976;8.517106117641655;8030
Flawil, Bärenplatz;PAG;Haltestelle;Bus;Flawil;2732013;1252831;605;47.4130495532193;9.187959040759376;None
Vésenaz, Bois-Galland;TPG;Haltestelle;Bus;Collonge-Bellerive;2505443;1122453;433;46.24684726413598;6.212563959052918;1245
Weggis, Zingelistrasse;AAGS;Haltestelle;Bus;Weggis;2676412;1209896;539;47.035699766034966;8.444000185203507;6353
Arbon (See);SBS;Haltestelle;Schiff;Arbon;2750771;1264356;399;47.51264262905394;9.440320489011564;None
Schwarzenberg LU, Fabrikli;PAG;Haltestelle;Bus;Schwarzenberg;2656150;1207413;812;47.015391031362114;8.17711991322369;None
Fortunau (Ayent), Samarin;PAG;Haltestelle;Bus;Ayent;2599939;1129667;1438;46.3184031243783;7.437851468526376;None
Tafers, Muttacker;TPF;Haltestelle;Bus;Tafers;2582747;1185351;652;46.8190854626167;7.212552794152309;1712
Furna, Hinterberg;PAG;Haltestelle;Bus;Furna;2769439;1199503;1404;46.925003773262816;9.663622017643377;7232
Liebefeld, Thomasweg;SVB;Haltestelle;Bus;Köniz;2598286;1197786;574;46.93116502786213;7.416125812758077;3098
Syens, Clos du Château;PAG;Haltestelle;Bus;Syens;2549476;1166047;594;46.64374477387258;6.77871827758749;None
Full, Mitte;PAG;Haltestelle;Bus;Full-Reuenthal;2657939;1274300;313;47.61681516975709;8.209283497750175;5324
Novazzano, Casate;PAG;Haltestelle;Bus;Novazzano;2719486;1077841;368;45.84167213315395;8.97655606751464;6883
Uerkheim, Säge;AVA;Haltestelle;Bus;Uerkheim;2642522;1239568;459;47.305623547907445;8.000918359643364;4813
Gillarens, bif. rte cantonale;TPF;Haltestelle;Bus;Rue;2552642;1159877;617;46.58847652917723;6.820705357038327;None
Gümmenen, Bahnhof;PAG;Haltestelle;Bus;Ferenbalm;2584490;1199032;486;46.942192501977694;7.234924854160317;None
Montana, Vermala Soleil;SMC;Haltestelle;Bus;Crans-Montana;2603572;1129448;1584;46.31642397019735;7.485017502894519;None
Bulle, Côte du Moulin;TPF;Haltestelle;Bus;Bulle;2570475;1162767;771;46.61550159095769;7.0532019607720775;1631
Lens, Lyron-Biollaz;PAG;Haltestelle;Bus;Lens;2600305;1125598;1105;46.28179992542314;7.442601251273508;1978
Zürich, Oberwiesenstrasse;VBZ;Haltestelle;Bus;Zürich;2682581;1251649;452;47.410476515624914;8.532816428315856;8030
Alvaneu Bad, Dorfplatz;PAG;Haltestelle;Bus;Albula/Alvra;2768931;1170937;956;46.66827321441584;9.646400315448377;None
Wädenswil, Neudorf;SZU;Haltestelle;Bus;Wädenswil;2692921;1231873;430;47.231247214154045;8.665702050001999;None
Gryon, Sereunex;TPC;Haltestelle;Bus;Gryon;2571522;1125479;1193;46.28012278774268;7.069169698189747;1882
Ostermundigen, Kreuzweg;RBS;Haltestelle;Bus;Ostermundigen;2603712;1201577;548;46.96525815893544;7.487406329702652;None
Dietikon, Gyrhalden;VBZ;Haltestelle;Bus;Dietikon;2671923;1250415;409;47.40062882059543;8.391415163389247;None
Castagnola, Vallée;TPL;Haltestelle;Bus;Lugano;2719126;1095705;416;46.00239813161984;8.976430657541991;6901
Sumvitg-Cumpadials;RhB FR VR;Haltestelle und Bedienpunkt;Zug;Sumvitg;2714083;1175847;982;46.724063951013214;8.931024765020107;7175
La Coudre (L'Isle),bas village;MBC;Haltestelle;Bus;L'Isle;2520795;1165573;807;46.636690301595486;6.404218586588628;None
Mühlau, Dorf;ZVB;Haltestelle;Bus;Mühlau;2672000;1231385;396;47.229469353472986;8.38938129191045;5642
Unteriberg, Nidlau;PAG;Haltestelle;Bus;Unteriberg;2703684;1213266;925;47.06230466355794;8.803532235234572;8842
Osco, Piottino;PAG;Haltestelle;Bus;Faido;2701339;1149682;851;46.490787439439;8.758588651135796;None
Luzern, Gütschwald;VBL;Haltestelle;Bus;Luzern;2665084;1211122;501;47.04793548522018;8.295144100631711;6006
Solothurn;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Solothurn;2607884;1228144;432;47.20419025915228;7.542683689735798;4502
Zürich, Besenrainstrasse;VBZ;Haltestelle;Bus;Zürich;2682307;1244418;431;47.34547970318564;8.527856615609887;8030
Château-d'Oex, gare;TPC;Haltestelle;Bus;Château-d'Oex;2576530;1147128;967;46.47506170351898;7.133044729128178;1660
Bôle, Pierre-à-Sisier;TRN;Haltestelle;Bus;Milvignes;2553992;1202259;563;46.96980216143796;6.834048669332419;None
Hübeli LU, Hintersagi;PAG;Haltestelle;Bus;Hergiswil bei Willisau;2639076;1212713;705;47.06428840279587;7.953025787904447;None
Zollbrück;BLS;Haltestelle und Bedienpunkt;Zug;Rüderswil;2623030;1202783;625;46.97571893960619;7.741296473481362;3437
Genève, Villereuse;TPG;Haltestelle;Bus / Tram;Genève;2501193;1117381;388;46.20061588293801;6.158540074340744;1208
Cama, Bivio per Norantola;PAG;Haltestelle;Bus;Cama;2733696;1126904;366;46.28025647822129;9.173360724187674;6557
Baar, Pfaffentobel;ZVB;Haltestelle;Bus;Baar;2685880;1230050;541;47.21580451095856;8.572387339200006;6341
Boncourt, gare;PAG;Haltestelle;Bus;Boncourt;2568211;1260286;373;47.49255916469372;7.016781679220602;2926
Studen BE, Grien;asm;Haltestelle;Bus;Studen (BE);2590649;1217877;433;47.11181986662669;7.31542477661485;None
Berneuse (Aï);TLML;Haltestelle;Sesselbahn;Leysin;2566391;1134396;2031;46.36009783453768;7.001955457381135;None
Illnau, Chrummenacher;VBG;Haltestelle;Bus;Illnau-Effretikon;2696654;1251300;517;47.40542263356651;8.719176400308656;None
Neuchâtel Port-de-Serrières;TRN;Haltestelle;Zug;Neuchâtel;2559387;1203452;433;46.9808859641763;6.904834189397775;None
La Chaux-de-Fonds, 22 Cantons;TRN;Haltestelle;Bus;La Chaux-de-Fonds;2553256;1217706;1063;47.10869238982927;6.822780540028248;2305
Orbe, Taborneires;TRAVYS;Haltestelle;Bus;Orbe;2531766;1174682;440;46.71983805542495;6.546131178334912;None
Kloten;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Kloten;2686367;1255943;447;47.4486073874973;8.583803944638683;None
Trift;BHAG;Haltestelle;Kabinenbahn;Saas-Grund;2639676;1109245;2072;46.13353072933683;7.9520214547241;3910
Sils/Segl Baselgia, San Lurench;PAG;Haltestelle;Bus;Sils im Engadin/Segl;2777993;1145190;1798;46.434409300118;9.754831954045647;None
Fornet-Dessous, village;PAG;Haltestelle;Bus;Petit-Val;2579910;1236643;986;47.28037330628626;7.173092672032799;None
Ruschein, Clis;PAG;Haltestelle;Bus;Ilanz/Glion;2733766;1182759;1108;46.78256661599248;9.190449681691934;None
Au ZH, Stoffelstrasse;SZU;Haltestelle;Bus;Wädenswil;2691792;1232993;445;47.24147780634426;8.651023860640622;None
Grenchen, Reibenstrasse;BGU;Haltestelle;Bus;Grenchen;2596257;1226535;456;47.18975295930744;7.389240102382215;None
Colombier NE, Arsenal;TRN;Haltestelle;Bus;Milvignes;2556302;1201321;436;46.961521397403146;6.864493283332021;None
Sörenberg (Talst. Rossweid);BSAG;Haltestelle;Kabinenbahn;Flühli;2645428;1185671;1166;46.82064315066442;8.03394179660871;None
St. Gallen, Stahl KV-Schule;VBSG;Haltestelle;Bus;St. Gallen;2744833;1254010;675;47.42095467813073;9.35815704594709;9023
Schiltwald, Wendeplatz;PAG;Haltestelle;Bus;Schmiedrued;2651496;1233487;676;47.250291011233074;8.118884471980182;5046
Lenk, Sumpfbach;AFA;Haltestelle;Bus;Lenk;2601872;1142642;1068;46.43511894617197;7.462998176234311;None
Sursee, Spital Fussweg;ARAG;Haltestelle;Bus;Sursee;2651191;1224381;508;47.16841225445349;8.113821234724378;None
Vilars NE;TRN;Haltestelle;Bus;Val-de-Ruz;2561132;1209138;746;47.03213565338813;6.927280639698322;None
Rüti ZH, Würzhalde;VZO;Haltestelle;Bus;Rüti (ZH);2708083;1235886;536;47.26502982390512;8.866848285795173;None
Montana, village;SMC;Haltestelle;Bus;Crans-Montana;2603749;1127252;1215;46.29666864630912;7.487298076177061;None
Kräiligen, Restaurant Brücke;RBS;Haltestelle;Bus;Bätterkinden;2607167;1222098;467;47.14981615536794;7.533125280355039;None
Uster, Krämeracker;VZO;Haltestelle;Bus;Uster;2695750;1245316;464;47.35174018721092;8.705921172913142;None
Massongex, Le Bras;PAG;Haltestelle;Bus;Massongex;2565545;1120979;399;46.23936258693512;6.991958800048494;1869
Engelberg (Brunni-Bahnen);EB;Haltestelle;Kabinenbahn;Engelberg;2674539;1185770;1002;46.81891152139863;8.415408752731954;6391
Wabern, Bächtelen;SVB;Haltestelle;Bus;Köniz;2601508;1197044;550;46.92449143534977;7.458432354640332;3098
Lully FR, village;TPF;Haltestelle;Bus;Lully (FR);2554694;1187145;494;46.83390037597106;6.844779892429727;None
Gondo, Ramserna;PAG;Haltestelle;Bus;Zwischbergen;2653159;1116546;943;46.19827711176985;8.127301370947691;None
Ernen, Uf dr Blatte;MGB;Haltestelle;Bus;Ernen;2654825;1139389;1199;46.40362206106067;8.151570076732114;None
Olten, Event Südwest;BOGG;Haltestelle;Bus;Olten;2634629;1244050;398;47.346396738980445;7.896893124404062;4605
Tiefenbach DFB;DFB;Haltestelle;Zug;Realp;2678631;1160100;1846;46.58754675294909;8.464627557152253;6491
Fankhaus (Trub), Gärstengraben;BLAG;Haltestelle;Bus;Trub;2635475;1201404;867;46.962767310090925;7.904740270105948;3556
Ebikon, Fildern;VBL;Haltestelle;Bus;Ebikon;2669890;1216169;423;47.09284079395185;8.359165027914687;6031
Dongio, Piazza;ABl;Haltestelle;Bus;Acquarossa;2716214;1144398;478;46.44084708725315;8.950965335394919;6716
Winterthur, Schützenbühl;SBW;Haltestelle;Bus;Winterthur;2700033;1259517;487;47.478811622560166;8.765777057244486;8410
Hochdorf, Nunwilerstrasse;ZVB;Haltestelle;Bus;Römerswil;2663673;1223911;475;47.16310160657892;8.278377110495404;None
Dörflingen, Post;VBSH;Haltestelle;Bus;Dörflingen;2696060;1284830;451;47.70702837629455;8.718554116414078;8239
Peseux, Placeules;TRN;Haltestelle;Bus;Neuchâtel;2557959;1203931;534;46.985105372750176;6.886021409677268;None
Niouc, village;PAG;Haltestelle;Bus;Anniviers;2608750;1124321;903;46.27025651815637;7.552146028758182;None
La Tour-de-Peilz, route de Blonay;VMCV;Haltestelle;Bus;La Tour-de-Peilz;2556235;1145725;458;46.46141972604571;6.868929582218784;1814
Riom, Casti;PAG;Haltestelle;Bus;Surses;2764306;1164324;1227;46.60996266141933;9.58362396702262;None
Nidfurn-Haslen, Bahnhof;AS;Haltestelle;Bus;Glarus Süd;2723310;1205151;540;46.985963878823846;9.05961528377047;None
Beckenried, Hungacher;PAG;Haltestelle;Bus;Beckenried;2678242;1202644;443;46.97025960773679;8.46682511845835;6375
Rodersdorf, Station;BLT;Haltestelle;Bus / Tram;Rodersdorf;2601541;1258915;392;47.480999563732816;7.459067471961864;4118
Campascio, Zalende;PAG;Haltestelle;Bus;Brusio;2807796;1124731;610;46.241898512990936;10.133228040921516;None
Dicken b Dgh, Freihof;PAG;Haltestelle;Bus;Neckertal;2732382;1244835;839;47.3410754659656;9.190481389691058;None
Embrach, Dreispitz;PAG;Haltestelle;Bus;Embrach;2687007;1262800;430;47.51018792688744;8.593626978676367;None
Sihlbrugg, Alter Bahnhof;SZU;Haltestelle;Bus;Horgen;2686200;1232605;514;47.23874171040623;8.577100616183285;8813
Brittnau-Wikon, Bahnhof;AVA;Haltestelle;Bus;Wikon;2639226;1234755;444;47.2625379971046;7.95691487467828;4806
Därligen;BLS;Haltestelle und Bedienpunkt;Zug;Därligen;2628786;1167683;561;46.65976167992146;7.814734604347691;3707
Meyriez, Hôpital;TPF;Haltestelle;Bus;Murten;2574941;1196715;449;46.92105789042862;7.109637934755252;None
St. Moritz, Caspar Badrutt;OBSM;Haltestelle;Bus;St. Moritz;2784086;1152242;1815;46.49617115118151;9.83687550608503;None
Grimentz Grand Plan;RMGZ;Haltestelle;Sesselbahn;Anniviers;2608766;1115336;2434;46.18943095377314;7.552186154351891;None
Steinhaus, Dorfplatz;MGB;Haltestelle;Bus;Ernen;2656826;1141521;1269;46.4226334360648;8.177850048465656;None
Hornussen, Oberdorf;PAG;Haltestelle;Bus;Böztal;2647276;1261170;386;47.499586304532414;8.066063145369334;None
Grandval;BLS;Haltestelle;Zug;Grandval;2598733;1236966;602;47.28358539048256;7.421879289759866;2745
Stäfa, Wässerwies;VZO;Haltestelle;Bus;Stäfa;2697598;1233278;450;47.24320852599776;8.72775843808565;None
Brissago, Co' di Campo;FART;Haltestelle;Bus;Brissago;2697549;1106944;210;46.10694567625942;8.700281703590253;None
Le Bémont JU, Grand-Creux;PAG;Haltestelle;Bus;Le Bémont (JU);2569118;1235653;982;47.2710506120436;7.030522899014663;None
Andermatt, Unterwiler 2;AUT;Haltestelle;Bus;Andermatt;2688897;1165574;1479;46.63549683790219;8.599618203556366;6490
Ladstafel;PAG;Haltestelle;Bus;Obergoms;2671417;1147794;1925;46.47766419930858;8.368604880561263;None
Chamoson-St-Pierre-de-Clages;SBB CFF FFS;Haltestelle;Zug;Chamoson;2584748;1115283;488;46.18883587524108;7.241098051443732;None
Oberkirch LU, Feldhöfli;ARAG;Haltestelle;Bus;Oberkirch;2651219;1224029;511;47.16524404690554;8.114150583052892;None
Lenk Stoss;LB;Haltestelle;Kabinenbahn;Lenk;2599253;1143239;1631;46.440491250230025;7.42892110172288;None
Bassersdorf, Sportanlage;VBG;Haltestelle;Bus;Bassersdorf;2688403;1255512;446;47.44446099656975;8.610710881070949;8303
Zug, Lorzen;ZVB;Haltestelle;Bus;Zug;2679900;1225845;417;47.17873525816459;8.492705606645481;6302
Därligen, Dorf;PAG;Haltestelle;Bus;Därligen;2628357;1167965;560;46.662316714601175;7.809147051043402;3707
Schwarzenberg LU, Rössli;PAG;Haltestelle;Bus;Schwarzenberg;2655851;1207249;832;47.01394113726838;8.17316749402131;None
Losone, ai Mulini;FART;Haltestelle;Bus;Losone;2701923;1113380;248;46.16418606641989;8.758241761020265;None
Blumenstein, Secki;STI;Haltestelle;Bus;Blumenstein;2607430;1177417;642;46.74790098410488;7.535869422672297;3638
Botyre (Ayent), centre;PAG;Haltestelle;Bus;Ayent;2597507;1125024;978;46.27663158834786;7.406302096845726;None
Lausanne, Bonne-Espérance;TL;Haltestelle;Bus;Lausanne;2539510;1151833;475;46.51505818720111;6.650424030776439;1012
Suen, Les Grands Praz;PAG;Haltestelle;Bus;Saint-Martin (VS);2599844;1114729;1417;46.1840267748178;7.4366253625233085;None
Boudry, Conrardes;PAG;Haltestelle;Bus;Boudry;2554483;1200829;488;46.95697339948826;6.840644113468012;2017
