id;power;cordinates;antenna_Location_WGS84_E;antenna_Location_WGS84_N;building;streetNumber;street;town;district;state;country;postal;type
48;Mittel;POINT (2547489 1183434);46.799989176753584;6.750771233915625;;;Chemin des Colons;Yvonand;; 1462; Schweiz; 1462;5G
49;Mittel;POINT (2610582 1229481);47.216178694705825;7.578323996346418;;5; Nordstrasse;Luterbach;; 4542; Schweiz; 4542;5G
50;Mittel;POINT (2539009 1153299);46.52819950546847;6.643702277071768;;;Stade de La Sallaz;Lausanne;; 1011; Schweiz; 1011;5G
51;Mittel;POINT (2555936 1161518);46.603463617914436;6.863526981694724;;;Porsel Stadium;Porsel;; 1699; Schweiz; 1699;5G
52;Gross;POINT (2696973 1251915);47.410906399018536;8.723535440795446;;2; Am Dorfbach;Agasul;; 8308; Schweiz; 8308;5G
53;Mittel;POINT (2654561 1245123);47.35470001127684;8.160784508540615;Möbel Dössegger; 4; Aarauerstrasse;Seon;; 5703; Schweiz; 5703;5G
54;Mittel;POINT (2600837 1205313);46.99887347604012;7.449636302137171;;10; Landgarbenstrasse;Zollikofen;; 3052; Schweiz; 3052;5G
55;Mittel;POINT (2722605 1117371);46.19663341648916;9.026990926490855;;;Viale Officina;Bellinzona;; 6503; Schweiz; 6503;5G
56;Mittel;POINT (2717174 1260084);47.4810791288245;8.99328317474412;;;Frauenfelderstrasse;Münchwilen TG;; 9542; Schweiz; 9542;5G
57;Mittel;POINT (2586756 1221037);47.14017662572641;7.264039195376494;;37; Rue de Mâche / Mettstrasse;Biel/Bienne;; 2503; Schweiz; 2503;5G
58;Mittel;POINT (2564742 1176105);46.735202733712164;6.977335090567552;;;Route de Fribourg;Lussy FR;; 1690; Schweiz; 1690;5G
59;Mittel;POINT (2600462 1145010);46.45642287727769;7.444654549492006;;5; Schulhausstrasse;Lenk im Simmental;; 3775; Schweiz; 3775;5G
60;Mittel;POINT (2611743 1264684);47.53278312756695;7.594569334459556;;169; Bruderholzallee;Basel;; 4059; Schweiz; 4059;5G
61;Mittel;POINT (2604706 1229319);47.21478893955881;7.500751457968007;;3; Kaselfeldstrasse;Bellach Zustellung;; 4512; Schweiz; 4512;5G
62;Mittel;POINT (2628063 1260099);47.491053718591104;7.811008644588978;;;Nusshof Abzweigung;Wintersingen;; 4451; Schweiz; 4451;5G
63;Mittel;POINT (2761175 1242044);47.30957006693305;9.570334150705872;;;Eichaustrasse;Oberriet SG Zust;; 9463; Schweiz; 9463;5G
64;Mittel;POINT (2695509 1278811);47.65298550019547;8.709914342350801;;;Frauenfelderstrasse;Schlatt TG;; 8252; Schweiz; 8252;5G
65;Mittel;POINT (2573151 1178562);46.75769719666962;7.087208788460758;;;Eglise Ecuvillens;Ecuvillens;; 1730; Schweiz; 1730;5G
66;Mittel;POINT (2507756 1137878);46.38591027671254;6.239489626091288;;23; Avenue Perdtemps;Nyon 2;; 1260; Schweiz; 1260;5G
67;Mittel;POINT (2605509 1229509);47.216491801207525;7.511354123317569;;4; Industriestrasse;Langendorf;; 4513; Schweiz; 4513;5G
68;Gross;POINT (2556990 1147540);46.47779535677243;6.878588409931673;;;Chemin de Pangires;;; 1086; Schweiz; 1086;5G
69;Mittel;POINT (2686677 1256049);47.44951989154381;8.587934375605613;;8; Industriestrasse;Kloten Kaserne;; 8302; Schweiz; 8302;5G
70;Gross;POINT (2701355 1258295);47.46762016752435;8.7830350480949;;;Ibergstrasse;Kollbrunn;; 8483; Schweiz; 8483;5G
71;Mittel;POINT (2674996 1245987);47.36046280094225;8.431378073652503;;;Waffenplatzstrasse;Birmensdorf Zust;; 8903; Schweiz; 8903;5G
72;Klein;POINT (2669469 1225296);47.174975360417655;8.35502399556368;;;St. Germanus;Abtwil AG;; 5646; Schweiz; 5646;5G
73;Mittel;POINT (2731369 1178180);46.7418635740596;9.157754569085903;;;Piz Mundaun;Morissen;; 7143; Schweiz; 7143;5G
74;Mittel;POINT (2572169 1178626);46.75823247248407;7.074351653474301;;;Impasse du Réservoir;Neyruz FR;; 1740; Schweiz; 1740;5G
75;Mittel;POINT (2678716 1247991);47.37805198625168;8.480967913337484;;29; Diggelmannstrasse;Zürich;; 8047; Schweiz; 8047;5G
76;Mittel;POINT (2573676 1196245);46.9167810868441;7.0930574655786565;;;Blessoney;Murten Zustellung;; 3280; Schweiz; 3280;5G
77;Mittel;POINT (2693556 1235003);47.25930715742035;8.6747372948424;;102; Seestrasse;Uetikon am See;; 8707; Schweiz; 8707;5G
78;Mittel;POINT (2682344 1240934);47.31414169842744;8.527706357467178;;16; Sihlquai;Adliswil 1 Zust;; 8134; Schweiz; 8134;5G
79;Gross;POINT (2620329 1227708);47.200004144876985;7.706916640019699;;;BE354;Hbuchsee Zust;; 3360; Schweiz; 3360;5G
80;Mittel;POINT (2680881 1225339);47.174065091978605;8.505555067891562;;50; Chamerstrasse;Zug Altstadt;; 6300; Schweiz; 6300;5G
81;Mittel;POINT (2611966 1267874);47.56146912399498;7.597616161933368;;40; Hammerstrasse;Basel;; 4058; Schweiz; 4058;5G
82;Klein;POINT (2592031 1212641);47.06474070169038;7.333726540772623;;19; Bernstrasse;Suberg;; 3262; Schweiz; 3262;5G
83;Mittel;POINT (2678087 1215836);47.08893023408048;8.467060160374638;;2; Bahnhofweg;Immensee;; 6405; Schweiz; 6405;5G
84;Mittel;POINT (2556117 1215108);47.08552051505407;6.86072531335498;;;Boinod;;; 6421; Schweiz; 6421;5G
85;Mittel;POINT (2606042 1229439);47.215857571902916;7.518389528913086;;105; Weissensteinstrasse;Langendorf;; 4513; Schweiz; 4513;5G
86;Mittel;POINT (2681049 1225725);47.17751617661238;8.507840306020983;;;Bossard Arena;Zug;; 6303; Schweiz; 6303;5G
87;Mittel;POINT (2500882 1116333);46.19114398142873;6.154734088513483;;9; Avenue de Miremont;Genève;; 1206; Schweiz; 1206;5G
88;Gross;POINT (2758187 1187111);46.816348250439376;9.511638519370454;;;Alpweg;Malix;; 7074; Schweiz; 7074;5G
89;Mittel;POINT (2569032 1110090);46.141581055062;7.037887893812237;;;Groupe SOS;Vernayaz;; 1904; Schweiz; 1904;5G
90;Mittel;POINT (2603829 1203391);46.98157467968468;7.488958671867748;;;Stockhornstrasse;Ittigen;; 3063; Schweiz; 3063;5G
91;Gross;POINT (2532344 1156616);46.557394162533214;6.556352716627068;;;Réservoir de Summont;Bussigny Dist;; 1030; Schweiz; 1030;5G
92;Gross;POINT (2678695 1250444);47.40011536005546;8.481121348468008;;108; Bändlistrasse;Zürich;; 8064; Schweiz; 8064;5G
93;Mittel;POINT (2499685 1116766);46.194861015745346;6.139138696021917;Université de Genève - Uni Mail; 40; Boulevard du Pont-d'Arve;Genève;; 1205; Schweiz; 1205;5G
94;Mittel;POINT (2685038 1253930);47.43067728768242;8.56580118317947;;87; Talackerstrasse;Glattbrugg;; 8152; Schweiz; 8152;5G
95;Mittel;POINT (2540097 1151273);46.51007379187781;6.658145164853334;;3; Avenue Charles Ferdinand Ramuz;Pully;; 1009; Schweiz; 1009;5G
96;Mittel;POINT (2557137 1203801);46.98388332408761;6.875229252234318;;;Salle de spectacles;Corcelles NE;; 2035; Schweiz; 2035;5G
97;Gross;POINT (2621592 1259939);47.48985854780275;7.725133941455802;;;Wohnheim Windspiel;Liestal Zustellung;; 4410; Schweiz; 4410;5G
98;Gross;POINT (2611729 1221592);47.145200093418104;7.593261734032811;;;Solothurnstrasse;Willadingen;; 3425; Schweiz; 3425;5G
99;Gross;POINT (2533325 1155304);46.54569137174885;6.5693345622407495;Léman Centre; 1; Chemin de Saugy;Crissier 1 Dist;; 1023; Schweiz; 1023;5G
100;Mittel;POINT (2683140 1263438);47.516425967075115;8.542419224635923;;2; Schaffhauserstrasse;Bülach;; 8180; Schweiz; 8180;5G
101;Gross;POINT (2676117 1236217);47.27246614865423;8.444557943525213;;16; Industriestrasse;Affoltern a.A.Zust;; 8910; Schweiz; 8910;5G
102;Mittel;POINT (2512926 1145632);46.4563470232021;6.305230622210192;;;Chemin du Bois de Beaulieu;Gilly;; 1182; Schweiz; 1182;5G
103;Mittel;POINT (2592206 1185131);46.81728561140421;7.3365063469675205;Vifian AG; 28; Freiburgstrasse;Schwarzenburg Zust;; 3150; Schweiz; 3150;5G
104;Klein;POINT (2538254 1152487);46.52082609717215;6.6339712746055515;;12; Rue Centrale;Lausanne;; 1003; Schweiz; 1003;5G
105;Mittel;POINT (2625706 1170150);46.68207885585051;7.774631811199201;;61; Staatsstrasse;Interlaken Bönig.;; 3800; Schweiz; 3800;5G
106;Mittel;POINT (2632243 1170819);46.68781341742099;7.860120222491684;;95; Höheweg;Interlaken Bönig.;; 3800; Schweiz; 3800;5G
107;Mittel;POINT (2795558 1146481);46.44112165925914;9.983794533051636;;6; Bernina Suot;Pontresina;; 7504; Schweiz; 7504;5G
108;Mittel;POINT (2632462 1127847);46.30124988668949;7.859970886386426;;A9; Pomona;Visp Verkauf;; 3930; Schweiz; 3930;5G
109;Mittel;POINT (2617399 1185528);46.820677593755555;7.666636600652039;;6; Schoubhus;Heimenschwand;; 3615; Schweiz; 3615;5G
111;Mittel;POINT (2638191 1106748);46.111154986593625;7.932604093643237;;;Saas-Fee Parkhaus Dorf;Saas-Fee;; 3906; Schweiz; 3906;5G
112;Sehr Klein;POINT (2498708 1113569);46.16595966466977;6.127177938924657;;;Lancy Sud / Carouge;Plan-les-Oua Pl. A;; 1228; Schweiz; 1228;5G
113;Mittel;POINT (2505169 1139219);46.39761073607943;6.205590268957464;Signy Centre; 7; Rue des Fléchères;Signy;; 1274; Schweiz; 1274;5G
115;Mittel;POINT (2654888 1256781);47.459522372201945;8.166543059314268;Golf Schinznach Bad; 61; Badstrasse;Schinznach Bad;; 5116; Schweiz; 5116;5G
116;Mittel;POINT (2736090 1254251);47.424987592717585;9.242398082768451;;6; Langfeldstrasse;Gossau SG Mettend.;; 9200; Schweiz; 9200;5G
117;Mittel;POINT (2553843 1146268);46.46614331320007;6.837738622747601;;50; Avenue du Général-Guisan;Vevey Av G. Guisan;; 1800; Schweiz; 1800;5G
118;Gross;POINT (2787271 1192819);46.86012073270771;9.894889792150414;;;Zwergenweg;Klosters;; 7250; Schweiz; 7250;5G
119;Mittel;POINT (2630285 1168645);46.66834904652033;7.834382424461848;;;Lütscherenstrasse;Interlaken Bönig.;; 3800; Schweiz; 3800;5G
120;Mittel;POINT (2707867 1170299);46.675199630458124;8.848423544262314;;;Stagias;Segnas;; 7186; Schweiz; 7186;5G
121;Gross;POINT (2553607 1160265);46.592034527558056;6.8332571464292675;;;Chemin du Château de Colon;Chapelle (Glâne);; 1608; Schweiz; 1608;5G
122;Klein;POINT (2561708 1204550);46.99090072888216;6.935246595286768;;;Beaulac;Neuchâtel 1;; 2001; Schweiz; 2001;5G
123;Mittel;POINT (2686142 1252086);47.41395033058016;8.580077104288351;KF; 11; Hertistrasse;Zürich;; 8051; Schweiz; 8051;5G
124;Klein;POINT (2659580 1189320);46.85234992113471;8.219860500639308;;A8; Ewil;Sachseln;; 6072; Schweiz; 6072;5G
125;Mittel;POINT (2663764 1259516);47.48331935880657;8.28463821367813;;171; Bruggerstrasse;Baden 1 PAD;; 5400; Schweiz; 5400;5G
126;Mittel;POINT (2558666 1137080);46.383809153964656;6.901346699092521;;;Route des Saviez;Noville;; 1845; Schweiz; 1845;5G
127;Mittel;POINT (2742666 1248124);47.36850355402977;9.32757006665559;;;Hagtobel;Stein AR;; 9063; Schweiz; 9063;5G
128;Mittel;POINT (2731887 1253589);47.419890667171366;9.186513697807209;;15; Mattenweg;Flawil 1 Zust;; 9230; Schweiz; 9230;5G
130;Klein;POINT (2641389 1177653);46.748782942743425;7.980290232552556;;;Hauptstrasse;Oberried Brienz;; 3854; Schweiz; 3854;5G
131;Gross;POINT (2662806 1191289);46.869764080707654;8.262428466039767;;48; Wolfisbergstrasse;Flüeli-Ranft;; 6073; Schweiz; 6073;5G
132;Mittel;POINT (2708546 1231668);47.2270210415316;8.871946936076318;Model AG Lager Buech; 40; Buechstrasse;Jona;; 8645; Schweiz; 8645;5G
133;Mittel;POINT (2663927 1213556);47.06994057554626;8.280262459001195;;3; Spinnereistrasse;Emmenbrücke Bahnh.;; 6020; Schweiz; 6020;5G
134;Mittel;POINT (2677458 1221206);47.13730249600197;8.4596971087974;;;Rischerstrasse;Buonas;; 6343; Schweiz; 6343;5G
135;Mittel;POINT (2665405 1211555);47.05179850237588;8.299430652345634;;;Baselstrasse;Luzern Hirschengr;; 6003; Schweiz; 6003;5G
136;Mittel;POINT (2558029 1144998);46.454995130109666;6.892348280214539;;;Passerelle de Derray la Cor;Chailly Dist;; 1816; Schweiz; 1816;5G
137;Gross;POINT (2679170 1257073);47.45967499218698;8.488587956127953;;4; Buchenhagstrasse;Oberhasli;; 8156; Schweiz; 8156;5G
138;Gross;POINT (2705118 1108700);46.1216021360797;8.798549064598886;;;Ronco;Gerra (Gambarogno);; 6576; Schweiz; 6576;5G
139;Mittel;POINT (2619167 1225998);47.18465788176822;7.69150893009696;;32; Aeschistrasse;Niederönz;; 3362; Schweiz; 3362;5G
140;Mittel;POINT (2658245 1218500);47.1149329664996;8.20609730622579;;18; Industriestrasse;Sempach Bahnhof GK;; 6203; Schweiz; 6203;5G
141;Mittel;POINT (2583831 1110664);46.14726398682459;7.229381303619251;;14; Chemin des Etablons;La Tzoumaz;; 1918; Schweiz; 1918;5G
142;Gross;POINT (2746792 1184036);46.791306631650585;9.361384280327043;;;Scardanal;Bonaduz;; 7402; Schweiz; 7402;5G
143;Mittel;POINT (2507487 1137653);46.3838494049924;6.236038126046173;;;Pub de la Gare;Nyon 2;; 1260; Schweiz; 1260;5G
144;Sehr Klein;POINT (2500559 1117610);46.202582112437106;6.150278896880109;Fust; 3; Rue de Rive (les Rues Basses);Genève;; 1204; Schweiz; 1204;5G
145;Mittel;POINT (2646070 1215233);47.0865060957958;8.045347526299883;;1; Allmendhubel;Menznau;; 6122; Schweiz; 6122;5G
146;Klein;POINT (2700985 1119225);46.216899289732595;8.747361968078566;;;Via Vallemaggia;Gordevio;; 6672; Schweiz; 6672;5G
147;Mittel;POINT (2497555 1116147);46.18897236158632;6.1116871133210315;;13; Avenue des Morgines;Petit-Lancy 2;; 1213; Schweiz; 1213;5G
148;Klein;POINT (2605600 1227080);47.19464297138691;7.512525617304161;;A5; Lüsslingen;Lüsslingen;; 4574; Schweiz; 4574;5G
149;Mittel;POINT (2529975 1154966);46.542308191110884;6.525712663899464;;;Chemin des Vignes;Bremblens;; 1121; Schweiz; 1121;5G
150;Mittel;POINT (2625895 1249858);47.399035230420616;7.781647548249723;;;Chuttengasse;Bennwil;; 4431; Schweiz; 4431;5G
151;Gross;POINT (2679641 1249669);47.39303178191491;8.493513796881276;;182; Aargauerstrasse;Zürich;; 8048; Schweiz; 8048;5G
152;Sehr Klein;POINT (2681910 1248440);47.38170070732467;8.523339171831337;;;Depot F;Zürich;; 8004; Schweiz; 8004;5G
153;Sehr Klein;POINT (2683386 1248297);47.380229505291844;8.542856275186287;;8; Stampfenbachplatz;Zürich;; 8092; Schweiz; 8092;5G
154;Sehr Klein;POINT (2497561 1118509);46.21021783205678;6.111246496903038;;18bis; Rue Jean-Simonet;Les Avanchets;; 1220; Schweiz; 1220;5G
155;Sehr Klein;POINT (2666282 1211388);47.050209337972575;8.310947544125797;;;Bahnhof Luzern;Luzern Hirschengr;; 6003; Schweiz; 6003;5G
156;Mittel;POINT (2630691 1181304);46.782202537508454;7.840533638302185;;282; Unterschwand;Eriz;; 3619; Schweiz; 3619;5G
157;Gross;POINT (2683941 1250356);47.39867625875771;8.550591175594143;UZH-Y55 / ETH I55; 202; Winterthurerstrasse;Zürich;; 8057; Schweiz; 8057;5G
158;Sehr Klein;POINT (2665442 1257506);47.465077775222156;8.306605070540883;;59; Zürcherstrasse;Baden 1 PAD;; 5400; Schweiz; 5400;5G
159;Mittel;POINT (2683133 1253148);47.423887940210996;8.540408278250815;;422; Birchstrasse;Zürich;; 8052; Schweiz; 8052;5G
160;Mittel;POINT (2492559 1116162);46.188327566835305;6.04698425693223;;;Route d'Aire-la-Ville;Aire-la-Ville;; 1288; Schweiz; 1288;5G
161;Mittel;POINT (2708885 1268821);47.56106973389598;8.885468520604096;;;Coiffeur zum Hochhus;Frauenfeld 1 Zust;; 8500; Schweiz; 8500;5G
162;Mittel;POINT (2596230 1200110);46.95206111896198;7.389108323968352;;15; Melchiorstrasse;Bern;; 3027; Schweiz; 3027;5G
163;Mittel;POINT (2612827 1259043);47.48202864033605;7.608803157447938;;30; Weidenstrasse;Dornach;; 4143; Schweiz; 4143;5G
164;Gross;POINT (2755369 1247870);47.363346490073496;9.495599672288112;;;Schwendi Rietli;Gais;; 9056; Schweiz; 9056;5G
165;Klein;POINT (2675342 1259623);47.48305726924379;8.43825683099977;Schule - Stiftung Schloss Regensberg; 22; Oberburg;Regensberg;; 8158; Schweiz; 8158;5G
166;Mittel;POINT (2571989 1195050);46.905962690803754;7.0709849778069795;;;Route de Salavaux;Clavaleyres;; 1595; Schweiz; 1595;5G
167;Mittel;POINT (2767860 1204880);46.973752655153945;9.644883637652102;;;Überlandquartstrasse;Grüsch;; 7214; Schweiz; 7214;5G
168;Mittel;POINT (2632147 1156827);46.56195424902937;7.857889452405802;;925d; Birg;Mürren;; 3825; Schweiz; 3825;5G
169;Mittel;POINT (2583112 1190280);46.86343266148351;7.217152459930282;;1; Strittacker;Düdingen;; 3186; Schweiz; 3186;5G
170;Mittel;POINT (2647219 1248970);47.38986636648363;8.064017116073776;;2; Aarauerstrasse;Buchs AG Zust;; 5033; Schweiz; 5033;5G
171;Sehr Klein;POINT (2599546 1199750);46.94883377369811;7.4326689118666875;;;Stadtbachstrasse;Bern;; 3012; Schweiz; 3012;5G
172;Mittel;POINT (2598836 1200228);46.953132522596505;7.423341356559533;;;Kulturhalle;Bern;; 3012; Schweiz; 3012;5G
173;Mittel;POINT (2567669 1172835);46.70593680606086;7.015861187600329;;100; Route du Moulin;Estavayer-Gibloux;; 1695; Schweiz; 1695;5G
174;Gross;POINT (2583133 1215848);47.09341952848741;7.2164736620223;;9; Schützenhausweg;Mörigen;; 2572; Schweiz; 2572;5G
175;Mittel;POINT (2497036 1118989);46.214454878562194;6.1043389610803285;;39; Chemin J. Philibert de Sauvage;Les Avanchets;; 1220; Schweiz; 1220;5G
176;Mittel;POINT (2686225 1257541);47.46299693314856;8.582230150015972;;84; Ruebisbachstrasse;Kloten Kaserne;; 8302; Schweiz; 8302;5G
177;Mittel;POINT (2735150 1268059);47.5493368295479;9.234131544723972;;12; Rösslistrasse;Engishofen;; 8586; Schweiz; 8586;5G
178;Mittel;POINT (2577287 1199248);46.94392722788232;7.140310885311999;;;Expodrom;Muntelier;; 3286; Schweiz; 3286;5G
179;Mittel;POINT (2613396 1263435);47.52151841568402;7.616483727861274;;72; Dammstrasse;Münchenstein Stöck;; 4142; Schweiz; 4142;5G
181;Sehr Klein;POINT (2680802 1247078);47.36958849020906;8.508422159094055;;315; Birmensdorferstrasse;Zürich;; 8055; Schweiz; 8055;5G
182;Sehr Klein;POINT (2684186 1247807);47.37572103509703;8.553356609168507;;;Careum Campus;Zürich;; 8091; Schweiz; 8091;5G
183;Mittel;POINT (2696519 1152273);46.51480413598036;8.696359677273291;;A2; Ambrì Sopra;Ambrì;; 6775; Schweiz; 6775;5G
184;Klein;POINT (2682196 1240361);47.3090068459671;8.525644191590835;;33; Albisstrasse;Adliswil 1 Zust;; 8134; Schweiz; 8134;5G
185;Mittel;POINT (2650303 1141868);46.42627560998321;8.093038834892957;;;Cube Aletsch;Bettmeralp;; 3992; Schweiz; 3992;5G
186;Mittel;POINT (2549396 1148270);46.48383004451132;6.77962786374932;;A9; Le Monteiller;Chexbres Dist;; 1071; Schweiz; 1071;5G
187;Mittel;POINT (2614447 1268060);47.56309228023796;7.630587626865646;;511; Grenzacherstrasse;Basel;; 4058; Schweiz; 4058;5G
188;Mittel;POINT (2599621 1200390);46.954590738102326;7.433653443786589;Sattler; 15; Mittelstrasse;Bern;; 3012; Schweiz; 3012;5G
189;Mittel;POINT (2679863 1251523);47.40967860135063;8.496785067958882;Schiesssport-Zentrum Hönggerberg; 80; Kappenbühlstrasse;Zürich;; 8049; Schweiz; 8049;5G
190;Gross;POINT (2689878 1166352);46.64236330055955;8.612580008249505;;;Andermatt;Andermatt;; 6490; Schweiz; 6490;5G
191;Gross;POINT (2667762 1203505);46.97915620072123;8.329246546709939;;A2; Hergiswil (NW);Hergiswil NW;; 6052; Schweiz; 6052;5G
192;Mittel;POINT (2736674 1133697);46.34074932112651;9.213981973962623;;13; Boffalora;Soazza;; 6562; Schweiz; 6562;5G
193;Mittel;POINT (2683812 1252784);47.42052831436518;8.549337770528656;;492; Schaffhauserstrasse;Zürich;; 8052; Schweiz; 8052;5G
194;Mittel;POINT (2645290 1242609);47.33279068155479;8.037826633010425;;;Hardstrasse;Kölliken;; 5742; Schweiz; 5742;5G
196;Mittel;POINT (2627373 1257595);47.468562127464224;7.801699258407256;;;Chienbergtunnel;Sissach Postgasse;; 4450; Schweiz; 4450;5G
197;Mittel;POINT (2645254 1162953);46.616301914102216;8.029422046989415;;9; Sandweg;Grindelwald;; 3818; Schweiz; 3818;5G
199;Mittel;POINT (2685892 1245313);47.35307147131704;8.575464720356301;;340; Forchstrasse;Zürich;; 8008; Schweiz; 8008;5G
200;Mittel;POINT (2536013 1151689);46.51343712218612;6.604879626666521;;;Stade Juan-Antonio Samaranch;Lausanne;; 1007; Schweiz; 1007;5G
201;Mittel;POINT (2501601 1117268);46.199659359199714;6.163848855258345;;2; Rue Clos-Belmont;Genève;; 1208; Schweiz; 1208;5G
202;Mittel;POINT (2687886 1244412);47.34470563658822;8.601676102846625;Alterssiedlung Sonnengarten; 45; Sonnengartenstrasse;Zollikerberg;; 8125; Schweiz; 8125;5G
203;Mittel;POINT (2641486 1136442);46.37806954879393;7.9778568460786445;;;Sparrhorn;Belalp;; 3914; Schweiz; 3914;5G
204;Mittel;POINT (2721712 1117122);46.194556008845616;9.015360407435852;;;Espocentro;Bellinzona;; 6503; Schweiz; 6503;5G
205;Sehr Klein;POINT (2681545 1249545);47.391683657802226;8.518707573547188;Kaimug; 11; Hardturmstrasse;Zürich;; 8005; Schweiz; 8005;5G
206;Sehr Klein;POINT (2683150 1248036);47.37791206493729;8.539682985810577;;1008; Plaza;Zürich;; 8090; Schweiz; 8090;5G
207;Gross;POINT (2668053 1244254);47.345630019871685;8.33921600260802;;1; Im Weingarten;Hermetschwil-Staff;; 5626; Schweiz; 5626;5G
208;Mittel;POINT (2596850 1203060);46.97860010456858;7.397231932609851;;2; Ambühl;Uettligen;; 3043; Schweiz; 3043;5G
209;Gross;POINT (2754412 1226857);47.17463366708417;9.475712867394423;;9.1; Bahnhof;Buchs SG 1 Zust;; 9470; Schweiz; 9470;5G
210;Mittel;POINT (2599213 1249300);47.39452255056578;7.428200240136312;;;Industriestrasse;Liesberg;; 4253; Schweiz; 4253;5G
211;Klein;POINT (2591680 1224260);47.169247652021724;7.328890033248561;;A5; Pieterlen;Pieterlen;; 2542; Schweiz; 2542;5G
212;Sehr Klein;POINT (2683872 1247241);47.370670837596975;8.549093348969555;Kunsthaus Erweiterung; 5; Heimplatz;Zürich;; 8001; Schweiz; 8001;5G
213;Sehr Klein;POINT (2612524 1267629);47.55925531821244;7.605023533321997;;;Bldg. 5;Basel;; 4070; Schweiz; 4070;5G
214;Sehr Klein;POINT (2635407 1244667);47.35190486565171;7.907237358722225;;;Olten;Olten 1 Fächer;; 4601; Schweiz; 4601;5G
216;Mittel;POINT (2785941 1195547);46.885021253203284;9.878569280519747;;29; Schlappinstrasse;Klosters Dorf;; 7252; Schweiz; 7252;5G
217;Mittel;POINT (2737025 1250596);47.39192876839387;9.25366575716212;;;Ramsen;Schachen b.Herisau;; 9112; Schweiz; 9112;5G
218;Mittel;POINT (2728179 1255311);47.4361074208679;9.137881702756577;;4; Schützenwiesweg;Uzwil;; 9240; Schweiz; 9240;5G
219;Gross;POINT (2676679 1237778);47.28644036861454;8.452250719372064;Huwyler-Anhänger; 179; Zürichstrasse;Affoltern a.A.Zust;; 8910; Schweiz; 8910;5G
220;Mittel;POINT (2682193 1248239);47.379857795403026;8.527049474694664;;;Khujug;Zürich;; 8004; Schweiz; 8004;5G
221;Mittel;POINT (2538984 1154804);46.541734891160594;6.643177209570271;;70; Chemin Louis-Boissonnet;Lausanne;; 1010; Schweiz; 1010;5G
222;Klein;POINT (2685256 1199499);46.94110902424859;8.558395724672597;;;Seelisbergtunnel;Emmetten;; 6376; Schweiz; 6376;5G
223;Klein;POINT (2682911 1244130);47.342813906408466;8.535795482477962;;412; Seestrasse;Zürich;; 8038; Schweiz; 8038;5G
224;Mittel;POINT (2719753 1272888);47.59574688338859;9.030939564700601;;;Reformierte Kirche St. Georg;Wigoltingen;; 8556; Schweiz; 8556;5G
225;Mittel;POINT (2759244 1191701);46.85737018249242;9.527084747723745;;29; Tittwiesenstrasse;Chur Kaserne;; 7000; Schweiz; 7000;5G
226;Mittel;POINT (2573252 1181280);46.78215055660285;7.088371398124181;;;Route du Madelain;Matran;; 1753; Schweiz; 1753;5G
227;Gross;POINT (2630475 1250754);47.40689824899113;7.842377398503471;;;Eselweg;Buckten;; 4446; Schweiz; 4446;5G
228;Klein;POINT (2555638 1145470);46.459086551405804;6.861182895731386;;131; Avenue des Alpes;La Tour-de-Peilz;; 1814; Schweiz; 1814;5G
229;Mittel;POINT (2682745 1254732);47.43818207852379;8.535560121408498;;;Letten;Zürich;; 8052; Schweiz; 8052;5G
230;Gross;POINT (2728283 1169069);46.660525524447436;9.114835993534024;;139; Surin;Lumbrein;; 7148; Schweiz; 7148;5G
231;Mittel;POINT (2559322 1144023);46.44630453882443;6.909263234529072;;1; Chemin de Pallud;Chamby;; 1832; Schweiz; 1832;5G
232;Mittel;POINT (2677267 1175804);46.72895970590755;8.449471068738378;PB Swiss Tools; 11; Gadmen;; Verwaltungsregion Oberland; Uri; Schweiz;;5G
233;Mittel;POINT (2727677 1255507);47.437967446279806;9.131284862231546;;4; Friedbergstrasse;Uzwil;; 9240; Schweiz; 9240;5G
234;Mittel;POINT (2758366 1191760);46.85811037822258;9.515595838155466;;8; Anemonenweg;Chur Kaserne;; 7000; Schweiz; 7000;5G
235;Mittel;POINT (2589116 1231965);47.23851405023448;7.294884082501971;;;Champ de Chin;Malleray-Bévilard;; 2735; Schweiz; 2735;5G
236;Mittel;POINT (2675692 1251574);47.410629886995025;8.44153540038586;;;Weytec AG;Unterengstringen;; 8103; Schweiz; 8103;5G
237;Mittel;POINT (2746802 1255098);47.430301009034125;9.384599999329247;;45; Notkerstrasse;St. Gallen Kaserne;; 9000; Schweiz; 9000;5G
238;Gross;POINT (2590638 1140862);46.419042746405886;7.316868048656187;;9c; Sattelweg;Lauenen b. Gstaad;; 3782; Schweiz; 3782;5G
239;Mittel;POINT (2717029 1099128);46.03355046519661;8.950218809517306;Radio Televisione Svizzera; 38; Via Cureglia;Comano;; 6949; Schweiz; 6949;5G
240;Klein;POINT (2684714 1247915);47.376624643375514;8.560367503255089;;80; Zürichbergstrasse;Gockhausen;; 8044; Schweiz; 8044;5G
241;Mittel;POINT (2667364 1218032);47.10985889207345;8.326174929053812;;34; Feldmattstrasse;Emmen Seetalstr;; 6032; Schweiz; 6032;5G
242;Mittel;POINT (2704725 1112830);46.15880946491748;8.794389097983391;;;IDA Foce Maggia;Locarno;; 6605; Schweiz; 6605;5G
243;Mittel;POINT (2661485 1209476);47.033473946086545;8.2475610509122;;9; Rengglochstrasse;Obernau;; 6012; Schweiz; 6012;5G
